j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma
13,3.18630818,1.246199796252015,1.7881460298757268,0.030362424317204848,-1.0293207715395476, -0.6436936018612412,0.75,0.5,0.001212764657543996, 0.0009350372884547063,0.0,1.6139470463342587, -0.16434189100894422,0.75,0.5,0.0016083730421566499, 0.0004341409453782944,0.0
14,2.8966438,1.246199796252015,1.6671030899009986,0.017850501606688975,-1.0310329694112972, -0.6498895912163432,0.75,0.5,0.0005732270871514257, 0.0005769051775031159,0.0,1.6164364911385358, -0.16304129211892715,0.75,0.5,0.0013107033127152774, 0.00046790181272680535,0.0
15,2.63331254,1.246199796252015,1.6286728413975253,0.015694975696380703,-1.020769276363376, -0.6571138173978663,0.75,0.5,0.0005780100988115424, 0.0005722190799773763,0.0,1.6138992197606714, -0.15453022262676502,0.75,0.5,0.0013424265843901015, 0.00047074783985362256,0.0
16,2.39392049,1.246199796252015,1.6384565852129256,0.018185439739383222,-1.0250705953280714, -0.6586209694539084,0.75,0.5,0.0008115152006335995, 0.0007339831561567769,0.0,1.6155726782211999, -0.1492578238101716,0.75,0.5,0.0013173759781318327, 0.00045542366031561647,0.0
17,2.17629136,1.246199796252015,1.6067139485413957,0.02003410592464053,-1.019287713492144, -0.6651589012314577,0.75,0.5,0.0004928549778813822, 0.0006986837622072741,0.0,1.612323805008814, -0.15023841412815833,0.75,0.5,0.0015561640344801799, 0.0006238186605770179,0.0
18,1.97844669,1.246199796252015,1.6200197767839195,0.01991952411382435,-1.0166071381481228, -0.6579569176870942,0.75,0.5,0.00043289776679132815, 0.000640494381010988,0.0,1.619921179166684, -0.14958994245878032,0.75,0.5,0.0014203604359082423, 0.0006307563313299817,0.0
19,1.7985879,1.246199796252015,1.5208740263539497,0.007594408757141566,-1.0138448750952216, -0.6642921681471512,0.75,0.5,0.0006793106698239339, 0.0003387672295446507,0.0,1.610404035850829, -0.1467593559771333,0.75,0.5,0.0013550498124566231, 0.000387283135872336,0.0
20,1.63507991,1.246199796252015,1.5194289060376576,0.006011575371804111,-1.010211189839186, -0.6702501331496451,0.75,0.5,0.000618003999114913, 0.0007164575353330151,0.0,1.609128949290254, -0.15034825405818092,0.75,0.5,0.0012467052928878482, 0.0002477658311198719,0.0
21,1.48643628,1.246199796252015,1.4859801518098477,0.005181396309214373,-1.0075667861264683, -0.6695719036575052,0.75,0.5,0.0007073189703382942, 0.0007910461012986858,0.0,1.6018662938639046, -0.14561995805004127,0.75,0.5,0.001290594468654911, 0.00036741606359959816,0.0
22,1.35130571,1.246199796252015,1.4444860664318684,0.004970679471277775,-1.0086045054527977, -0.6604895613673618,0.75,0.5,0.0005138463364200513, 0.00029055294659607064,0.0,1.597548088083087, -0.14057746200815013,0.75,0.5,0.0012548152739721063, 0.0003597763502437761,0.0
23,1.22845974,1.246199796252015,1.440013139102261,0.003728829156095364,-1.0108759867530923, -0.6618302086015055,0.75,0.5,0.0004179099443985601, 0.000407031519780761,0.0,1.609362330947696, -0.13571247550609547,0.75,0.5,0.001520380963308548, 0.0004019434294843125,0.0
24,1.11678158,1.246199796252015,1.4203287085329632,0.0023903947212452785,-1.0158540755113605, -0.6649625810973384,0.75,0.5,0.000527919150131058, 0.0004505629947130826,0.0,1.6063857892840105, -0.1370490065400662,0.75,0.5,0.0013184313763745569, 0.0004623266741051361,0.0
25,1.01525598,1.246199796252015,1.402009809266627,0.003219296271541048,-1.013613158453001, -0.6632391032614751,0.75,0.5,0.0003854939350130433, 0.00029602938436895464,0.0,1.6039897216186394, -0.1338597707192026,0.75,0.5,0.0011907108858024767, 0.0002811242629638788,0.0
26,0.92295998,1.246199796252015,1.3914107666308169,0.0035313896542850994,-1.0190619142327018, -0.6692429826460391,0.75,0.5,0.0005631734713153201, 0.0009703820219439186,0.0,1.6007396519543895, -0.13569517701892858,0.75,0.5,0.0009472328346077197, 0.0003399510943039386,0.0
27,0.83905453,1.246199796252015,1.4170644006637598,0.007633731136489292,-1.019080471834552, -0.6704718871465649,0.75,0.5,0.000607315289564642, 0.00037947575230392374,0.0,1.599856514219776, -0.13631129373952738,0.75,0.5,0.0014014454386356897, 0.00048774138424465723,0.0
28,0.76277684,1.246199796252015,1.3445906089955157,0.003201943935827099,-1.0219463328689995, -0.6675472100104896,0.75,0.5,0.0003242127615850136, 0.00048606095737233524,0.0,1.5786116430937696, -0.13758980051991163,0.75,0.5,0.000998553664831529, 0.00018805480497757657,0.0
29,0.69343349,1.246199796252015,1.3046951359364014,0.0016661079532430474,-1.0220354886445304, -0.6601392135463404,0.75,0.5,0.00042800313640533905, 0.00045657413587428617,0.0,1.580457742498838, -0.13375161281663245,0.75,0.5,0.0008879912792500684, 0.0006318474525232191,0.0
30,0.63039409,1.246199796252015,1.3166060701840507,0.0028073014310199596,-1.0167210845313313, -0.6588960071446703,0.75,0.5,0.0005075259447676192, 0.00026845011208518157,0.0,1.586287460258953, -0.1300013844064938,0.75,0.5,0.0011972028878028417, 0.00026756527112388294,0.0
31,0.57308553,1.2352601997797292,1.3045676133580082,0.003457537270752881,-1.0194166884334117, -0.6589570303084666,0.75,0.5,0.000909819014199011, 0.00032503962840288827,0.0,1.5776845494885896, -0.1292047631241558,0.75,0.5,0.0015501093832330473, 0.0005071310370079059,0.0
32,0.52098685,1.2180743469888284,1.2606340564931728,0.0016612146732139959,-1.0250664754369219, -0.6565433181420672,0.75,0.5,0.00038530815046266767, 0.0004302691001770237,0.0,1.5643506550089614, -0.13231815991323512,0.75,0.5,0.0006679848714213186, 0.0003242319805177668,0.0
33,0.47362441,1.2180743469888284,1.2776116587629283,0.0023595932947094345,-1.019946960932145, -0.6588371761983494,0.75,0.5,0.00035729227748475267, 0.0003516265065400823,0.0,1.5737214549156187, -0.12932344515838184,0.75,0.5,0.0007732455566930002, 0.0002558745715406217,0.0
34,0.43056764,1.2180743469888284,1.2772650094458033,0.0019292017036451213,-1.0248834959029653, -0.6578019121453539,0.75,0.5,0.00023464393715443233, 0.00022276067342307077,0.0,1.579043494232416, -0.12683279582872492,0.75,0.5,0.0011279996569679481, 0.0002626593111643196,0.0
35,0.39142513,1.2180743469888284,1.2893702828357925,0.0013035538268990812,-1.0224496476573215, -0.6536954651826801,0.75,0.5,0.00035739114551408107, 0.00023785044444600277,0.0,1.5939929333976472, -0.12919692891797258,0.75,0.5,0.000949098418333958, 0.00031021321829154683,0.0
36,0.35584103,1.2180743469888284,1.277843966985412,0.0013950801862906176,-1.0272609106523083, -0.6536037334535408,0.75,0.5,0.0004450452428343361, 0.0003940983050355468,0.0,1.5945033271025875, -0.1295073893306063,0.75,0.5,0.0008606942110441913, 0.0004067202819555398,0.0
37,0.32349184,1.2180743469888284,1.2853934064537922,0.0028651286565003,-1.0287526234350384, -0.6494219708220292,0.75,0.5,0.00036304525287445677, 0.0005419190420733246,0.0,1.590863204788066, -0.13089497289663476,0.75,0.5,0.0007749490260896391, 0.0003348124051837321,0.0
38,0.29408349,1.2180743469888284,1.2784813303557632,0.002066087412161711,-1.0236140288657734, -0.6473746369317857,0.75,0.5,0.00023145153440718504, 0.00031413506589761663,0.0,1.586329182962839, -0.12889535932937532,0.75,0.5,0.000685825421796868, 0.00036469009675195826,0.0
39,0.26734863,1.2180743469888284,1.2912826863659,0.0016996934546596933,-1.0250741792201672, -0.6515125919060448,0.75,0.5,0.000289239612922354, 0.000375144960516993,0.0,1.598921570442291, -0.12873190306516685,0.75,0.5,0.000927130923120086, 0.00025099269830580225,0.0
40,0.24304421,1.2180743469888284,1.2717481781654303,0.0016681072441380323,-1.0230364984912865, -0.6531236685424495,0.75,0.5,0.00022870386619960236, 0.00034923119889121776,0.0,1.5842295003783828, -0.12892580615628998,0.75,0.5,0.0006895755432667991, 0.0003534564473925106,0.0
41,0.22094928,1.2180743469888284,1.259709842755266,0.0007429895177862008,-1.0258652553677965, -0.6528645643473767,0.75,0.5,0.00021662358025329267, 0.00020453392929830082,0.0,1.5839948798472228, -0.12920057562592055,0.75,0.5,0.0004694672193415803, 0.0002352664462207664,0.0
42,0.20086298,1.2180743469888284,1.2714200152190451,0.001063496447896095,-1.0282106169996976, -0.6563903400965599,0.75,0.5,0.00039487146070927675, 0.00026553812175357484,0.0,1.5911161213327456, -0.1258151969642968,0.75,0.5,0.0006760864306542177, 0.0002213204135173384,0.0
43,0.18260271,1.2180743469888284,1.2689050269211826,0.0010663740830020643,-1.025650448076811, -0.6556012804102029,0.75,0.5,0.0003390869171176885, 0.00015872094851198732,0.0,1.593009573781921, -0.12556701752812377,0.75,0.5,0.0006405756590727173, 0.00013535260982585807,0.0
44,0.16600247,1.2180743469888284,1.2537082366292716,0.001091015471894162,-1.0275779944361758, -0.6555460767601131,0.75,0.5,0.000320153789570303, 0.0003734528644927072,0.0,1.5767966864717007, -0.12669964397135844,0.75,0.5,0.0009694610552745781, 0.0002523276996955404,0.0
45,0.15091133,1.2180743469888284,1.260511282734609,0.00148373222921756,-1.0321595637174779, -0.6583508414045033,0.75,0.5,0.00040373571937893474, 0.0002264264007314553,0.0,1.592986539388147, -0.12354738298543415,0.75,0.5,0.000935830742654855, 0.0004132484442379117,0.0
46,0.13719212,1.2180743469888284,1.2519999299164446,0.0007052476806150221,-1.0376278259849572, -0.659995463820995,0.75,0.5,0.00021499739236711802, 0.00015548767897548778,0.0,1.5947822916282062, -0.12310765032532263,0.75,0.5,0.0009581989756016286, 0.0002063586984565749,0.0
47,0.12472011,1.2180743469888284,1.2412402275430616,0.0005529369991703244,-1.0339609013192372, -0.6552990027532548,0.75,0.5,0.0002460492608621899, 0.00032100098784155194,0.0,1.5865864307956457, -0.12158158762709861,0.75,0.5,0.0007231182765387353, 0.00020884667872435357,0.0
