i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
52.0,1.2458,1.2122,1.83,0.8729,-0.8681,0.1245,0.5255,0.1126,0.2374
53.0,1.1864,1.1976,1.8026,0.8764,-0.8679,0.1241,0.5259,0.113,0.237
54.0,1.1299,1.1976,1.9608,0.8766,-0.8669,0.124,0.526,0.1131,0.2369
55.0,1.0761,1.1131,1.6276,0.8728,-0.8684,0.123,0.527,0.1141,0.2359
56.0,1.0249,1.1131,1.5828,0.8745,-0.8691,0.1235,0.5265,0.1136,0.2364
57.0,0.9761,1.1131,1.6042,0.8748,-0.8675,0.1237,0.5263,0.1135,0.2365
58.0,0.9296,1.1131,1.5836,0.8723,-0.8689,0.1234,0.5266,0.1137,0.2363
59.0,0.8853,1.1131,1.5536,0.8729,-0.8685,0.1232,0.5268,0.1139,0.2361
60.0,0.8432,1.1131,1.53,0.8734,-0.8698,0.1227,0.5273,0.1145,0.2355
61.0,0.803,1.0789,1.4541,0.8735,-0.8699,0.1223,0.5277,0.1148,0.2352
62.0,0.7648,1.0255,1.391,0.8739,-0.8686,0.1224,0.5276,0.1147,0.2353
63.0,0.7284,1.0255,1.4618,0.8761,-0.8684,0.1228,0.5272,0.1143,0.2357
64.0,0.6937,1.0255,1.3897,0.876,-0.8679,0.123,0.527,0.1142,0.2358
65.0,0.6607,1.0133,1.3563,0.8758,-0.869,0.123,0.527,0.1142,0.2358
66.0,0.6292,0.9538,1.3278,0.8766,-0.8686,0.1231,0.5269,0.1141,0.2359
67.0,0.5992,0.9538,1.2889,0.8754,-0.8693,0.123,0.527,0.1142,0.2358
68.0,0.5707,0.9538,1.3353,0.876,-0.8694,0.123,0.527,0.1141,0.2359
69.0,0.5435,0.9538,1.3745,0.8771,-0.8688,0.1232,0.5268,0.1139,0.2361
70.0,0.5176,0.9538,1.3021,0.8771,-0.8695,0.1228,0.5272,0.1143,0.2357
71.0,0.493,0.9538,1.2446,0.8757,-0.8683,0.1231,0.5269,0.114,0.236
72.0,0.4695,0.9291,1.1682,0.8765,-0.868,0.123,0.527,0.1141,0.2359
73.0,0.4472,0.9291,1.1002,0.8736,-0.8692,0.1229,0.5271,0.1142,0.2358
74.0,0.4259,0.9242,1.1485,0.8747,-0.8691,0.1229,0.5271,0.1142,0.2358
75.0,0.4056,0.9242,1.1322,0.8742,-0.8696,0.123,0.527,0.1142,0.2358
76.0,0.3863,0.8847,1.1047,0.8734,-0.8699,0.1228,0.5272,0.1143,0.2357
77.0,0.3679,0.8847,1.1115,0.8743,-0.8693,0.1228,0.5272,0.1143,0.2357
78.0,0.3504,0.8847,1.0887,0.8744,-0.8688,0.1231,0.5269,0.114,0.236
79.0,0.3337,0.8847,1.0938,0.8746,-0.869,0.1235,0.5265,0.1136,0.2364
80.0,0.3178,0.8847,1.0667,0.8746,-0.8693,0.1234,0.5266,0.1137,0.2363
81.0,0.3027,0.8847,1.0412,0.874,-0.8692,0.1232,0.5268,0.1139,0.2361
82.0,0.2882,0.8781,1.0065,0.8752,-0.8696,0.1231,0.5269,0.1139,0.2361
83.0,0.2745,0.8619,1.0114,0.8749,-0.8693,0.1231,0.5269,0.114,0.236
84.0,0.2614,0.8377,0.9549,0.8744,-0.87,0.1231,0.5269,0.114,0.236
85.0,0.249,0.8377,0.9646,0.8746,-0.8697,0.1231,0.5269,0.114,0.236
86.0,0.2371,0.8126,0.9168,0.8744,-0.8707,0.1232,0.5268,0.1139,0.2361
87.0,0.2258,0.8126,0.9183,0.8753,-0.8689,0.1235,0.5265,0.1136,0.2364
88.0,0.2151,0.8117,0.9342,0.8749,-0.8704,0.1233,0.5267,0.1138,0.2362
89.0,0.2048,0.8117,0.9162,0.8744,-0.8706,0.1231,0.5269,0.114,0.236
90.0,0.1951,0.808,0.8972,0.8752,-0.8703,0.1231,0.5269,0.114,0.236
91.0,0.1858,0.801,0.8693,0.8746,-0.8699,0.1229,0.5271,0.1142,0.2358
92.0,0.177,0.8006,0.8822,0.8751,-0.8702,0.1227,0.5273,0.1144,0.2356
93.0,0.1685,0.7669,0.8534,0.8754,-0.8696,0.123,0.527,0.1141,0.2359
94.0,0.1605,0.7598,0.8423,0.8766,-0.8697,0.1229,0.5271,0.1141,0.2359
95.0,0.1529,0.7598,0.8515,0.8762,-0.8692,0.1231,0.5269,0.114,0.236
96.0,0.1456,0.7598,0.8367,0.877,-0.8693,0.123,0.527,0.114,0.236
97.0,0.1386,0.7598,0.8459,0.8765,-0.8692,0.1229,0.5271,0.1142,0.2358
98.0,0.132,0.7598,0.8241,0.8758,-0.8691,0.1231,0.5269,0.114,0.236
99.0,0.1258,0.7489,0.8064,0.8772,-0.8696,0.123,0.527,0.1141,0.2359
100.0,0.1198,0.7483,0.8028,0.8769,-0.8702,0.123,0.527,0.1141,0.2359
101.0,0.1141,0.7383,0.7949,0.8772,-0.8706,0.123,0.527,0.1141,0.2359
102.0,0.1086,0.7339,0.7876,0.8768,-0.87,0.1229,0.5271,0.1142,0.2358
103.0,0.1035,0.7295,0.7815,0.8768,-0.8702,0.123,0.527,0.1141,0.2359
104.0,0.0985,0.7261,0.7773,0.8765,-0.8695,0.123,0.527,0.1141,0.2359
105.0,0.0938,0.722,0.7627,0.8774,-0.8698,0.1228,0.5272,0.1142,0.2358
106.0,0.0894,0.7166,0.7501,0.8771,-0.8698,0.1228,0.5272,0.1142,0.2358
107.0,0.0851,0.7152,0.7541,0.8774,-0.87,0.1229,0.5271,0.1142,0.2358
108.0,0.0811,0.7145,0.7537,0.8774,-0.87,0.1229,0.5271,0.1142,0.2358
109.0,0.0772,0.7145,0.7485,0.8771,-0.8701,0.123,0.527,0.1141,0.2359
110.0,0.0735,0.7114,0.7431,0.8777,-0.8699,0.1231,0.5269,0.114,0.236
111.0,0.07,0.7114,0.7468,0.8777,-0.8705,0.1229,0.5271,0.1141,0.2359
112.0,0.0667,0.7042,0.7296,0.8779,-0.8703,0.123,0.527,0.1141,0.2359
113.0,0.0635,0.7019,0.7328,0.878,-0.8709,0.123,0.527,0.114,0.236
114.0,0.0605,0.7013,0.73,0.8775,-0.8703,0.123,0.527,0.114,0.236
115.0,0.0576,0.7013,0.7358,0.878,-0.8698,0.1231,0.5269,0.114,0.236
116.0,0.0549,0.7013,0.7301,0.8784,-0.8697,0.123,0.527,0.114,0.236
117.0,0.0523,0.7013,0.7336,0.8783,-0.87,0.1231,0.5269,0.1139,0.2361
118.0,0.0498,0.7004,0.7254,0.8786,-0.87,0.1232,0.5268,0.1138,0.2362
119.0,0.0474,0.6968,0.7194,0.8789,-0.8701,0.1232,0.5268,0.1139,0.2361
120.0,0.0451,0.6968,0.7211,0.8787,-0.8699,0.1231,0.5269,0.1139,0.2361
121.0,0.043,0.6968,0.722,0.8784,-0.8693,0.1232,0.5268,0.1139,0.2361
122.0,0.0409,0.6968,0.7223,0.8788,-0.8698,0.1231,0.5269,0.114,0.236
123.0,0.039,0.6968,0.718,0.8788,-0.8702,0.1231,0.5269,0.1139,0.2361
124.0,0.0371,0.6968,0.7165,0.8794,-0.8705,0.1231,0.5269,0.1139,0.2361
125.0,0.0354,0.6968,0.7173,0.8788,-0.8705,0.1231,0.5269,0.114,0.236
126.0,0.0337,0.6968,0.7149,0.8796,-0.8704,0.1231,0.5269,0.114,0.236
127.0,0.0321,0.6951,0.7094,0.8794,-0.8704,0.1232,0.5268,0.1139,0.2361
128.0,0.0306,0.6907,0.7039,0.8797,-0.8697,0.1233,0.5267,0.1138,0.2362
129.0,0.0291,0.6907,0.705,0.8802,-0.8702,0.1233,0.5267,0.1138,0.2362
130.0,0.0277,0.6907,0.7038,0.88,-0.8701,0.1233,0.5267,0.1138,0.2362
131.0,0.0264,0.6907,0.7049,0.8796,-0.8699,0.1232,0.5268,0.1138,0.2362
132.0,0.0251,0.6907,0.7021,0.8801,-0.8701,0.1233,0.5267,0.1138,0.2362
133.0,0.0239,0.6899,0.6998,0.8799,-0.8704,0.1232,0.5268,0.1138,0.2362
134.0,0.0228,0.6874,0.6975,0.8806,-0.8706,0.1232,0.5268,0.1139,0.2361
135.0,0.0217,0.6858,0.6984,0.8804,-0.8709,0.1232,0.5268,0.1138,0.2362
136.0,0.0207,0.6858,0.6966,0.8804,-0.8706,0.1232,0.5268,0.1138,0.2362
137.0,0.0197,0.6858,0.6988,0.881,-0.8706,0.1233,0.5267,0.1138,0.2362
138.0,0.0188,0.6858,0.6972,0.8811,-0.8702,0.1233,0.5267,0.1138,0.2362
139.0,0.0179,0.6851,0.6944,0.8807,-0.8703,0.1232,0.5268,0.1138,0.2362
140.0,0.017,0.6851,0.6938,0.8808,-0.8707,0.1232,0.5268,0.1139,0.2361
141.0,0.0162,0.6851,0.6941,0.8807,-0.8707,0.1231,0.5269,0.1139,0.2361
142.0,0.0154,0.6851,0.695,0.8804,-0.871,0.1232,0.5268,0.1139,0.2361
143.0,0.0147,0.6851,0.696,0.8807,-0.8706,0.1232,0.5268,0.1138,0.2362
144.0,0.014,0.685,0.6935,0.8808,-0.8706,0.1232,0.5268,0.1138,0.2362
145.0,0.0133,0.6845,0.6905,0.8813,-0.8703,0.1233,0.5267,0.1138,0.2362
146.0,0.0127,0.6845,0.6915,0.8813,-0.8705,0.1233,0.5267,0.1138,0.2362
147.0,0.0121,0.6832,0.6892,0.8814,-0.8705,0.1233,0.5267,0.1137,0.2363
148.0,0.0115,0.6809,0.6876,0.8816,-0.8704,0.1233,0.5267,0.1138,0.2362
149.0,0.011,0.6809,0.6865,0.8813,-0.8703,0.1233,0.5267,0.1137,0.2363
150.0,0.0104,0.68,0.6856,0.8819,-0.8706,0.1232,0.5268,0.1138,0.2362
151.0,0.0099,0.68,0.6848,0.8815,-0.8707,0.1233,0.5267,0.1138,0.2362
152.0,0.0095,0.6792,0.6845,0.8815,-0.8706,0.1232,0.5268,0.1138,0.2362
153.0,0.009,0.676,0.681,0.8816,-0.8708,0.1232,0.5268,0.1138,0.2362
154.0,0.0086,0.676,0.6831,0.8814,-0.8704,0.1232,0.5268,0.1138,0.2362
155.0,0.0082,0.676,0.6809,0.8813,-0.8703,0.1232,0.5268,0.1138,0.2362
156.0,0.0078,0.6743,0.6795,0.8813,-0.8704,0.1232,0.5268,0.1138,0.2362
157.0,0.0074,0.6743,0.6783,0.8813,-0.8702,0.1233,0.5267,0.1137,0.2363
158.0,0.0071,0.6739,0.6805,0.8814,-0.8701,0.1233,0.5267,0.1138,0.2362
159.0,0.0067,0.6739,0.6787,0.8812,-0.87,0.1232,0.5268,0.1138,0.2362
160.0,0.0064,0.6737,0.6777,0.8812,-0.8701,0.1233,0.5267,0.1137,0.2363
161.0,0.0061,0.6735,0.677,0.8816,-0.8701,0.1233,0.5267,0.1137,0.2363
162.0,0.0058,0.6735,0.6763,0.8814,-0.8701,0.1233,0.5267,0.1137,0.2363
163.0,0.0055,0.6725,0.6749,0.8815,-0.87,0.1233,0.5267,0.1137,0.2363
164.0,0.0053,0.6722,0.6749,0.8816,-0.8698,0.1234,0.5266,0.1137,0.2363
165.0,0.005,0.6722,0.6755,0.8815,-0.8699,0.1234,0.5266,0.1136,0.2364
166.0,0.0048,0.6695,0.6723,0.8815,-0.8697,0.1234,0.5266,0.1136,0.2364
167.0,0.0046,0.6684,0.6713,0.8814,-0.8697,0.1234,0.5266,0.1136,0.2364
168.0,0.0043,0.6684,0.6725,0.8815,-0.8699,0.1234,0.5266,0.1136,0.2364
169.0,0.0041,0.6684,0.672,0.8815,-0.8699,0.1234,0.5266,0.1136,0.2364
170.0,0.0039,0.6684,0.6708,0.8814,-0.8699,0.1234,0.5266,0.1136,0.2364
171.0,0.0037,0.6681,0.6715,0.8813,-0.8697,0.1234,0.5266,0.1136,0.2364
172.0,0.0036,0.6681,0.6714,0.8813,-0.8695,0.1234,0.5266,0.1136,0.2364
173.0,0.0034,0.6674,0.6701,0.8813,-0.8696,0.1234,0.5266,0.1136,0.2364
174.0,0.0032,0.666,0.6698,0.8814,-0.8697,0.1234,0.5266,0.1136,0.2364
175.0,0.0031,0.666,0.6701,0.8812,-0.8697,0.1234,0.5266,0.1136,0.2364
176.0,0.0029,0.666,0.6693,0.8811,-0.8697,0.1234,0.5266,0.1136,0.2364
177.0,0.0028,0.665,0.6672,0.8813,-0.8696,0.1234,0.5266,0.1136,0.2364
178.0,0.0027,0.6642,0.6663,0.8812,-0.8697,0.1234,0.5266,0.1136,0.2364
179.0,0.0025,0.6642,0.6667,0.8813,-0.8698,0.1234,0.5266,0.1136,0.2364
180.0,0.0024,0.6635,0.6652,0.8814,-0.8697,0.1234,0.5266,0.1136,0.2364
181.0,0.0023,0.6635,0.6669,0.8815,-0.8697,0.1234,0.5266,0.1136,0.2364
182.0,0.0022,0.6635,0.666,0.8815,-0.8698,0.1234,0.5266,0.1136,0.2364
183.0,0.0021,0.6635,0.666,0.8815,-0.8697,0.1234,0.5266,0.1136,0.2364
184.0,0.002,0.663,0.6645,0.8815,-0.8697,0.1234,0.5266,0.1136,0.2364
185.0,0.0019,0.663,0.665,0.8815,-0.8698,0.1234,0.5266,0.1136,0.2364
186.0,0.0018,0.6621,0.6634,0.8814,-0.8698,0.1234,0.5266,0.1136,0.2364
187.0,0.0017,0.6617,0.6633,0.8816,-0.8698,0.1234,0.5266,0.1136,0.2364
188.0,0.0016,0.6616,0.6631,0.8813,-0.8698,0.1234,0.5266,0.1136,0.2364
189.0,0.0016,0.6615,0.6626,0.8812,-0.8698,0.1234,0.5266,0.1136,0.2364
190.0,0.0015,0.6608,0.6622,0.8812,-0.8698,0.1234,0.5266,0.1136,0.2364
191.0,0.0014,0.6608,0.6624,0.8812,-0.8698,0.1234,0.5266,0.1136,0.2364
192.0,0.0013,0.6603,0.661,0.881,-0.8698,0.1234,0.5266,0.1136,0.2364
