i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
28.0,0.7628,1.8689,2.4594,0.8702,-0.7564,0.5459,0.0141,0.2172,0.2228
29.0,0.6934,1.6584,2.1893,0.8718,-0.7532,0.5465,0.0135,0.2165,0.2235
30.0,0.6304,1.6583,2.2011,0.8708,-0.7524,0.5474,0.0126,0.2157,0.2243
31.0,0.5731,1.548,2.0437,0.8705,-0.7613,0.5481,0.0119,0.215,0.225
32.0,0.521,1.5231,2.0635,0.8716,-0.7452,0.5478,0.0122,0.2152,0.2248
33.0,0.4736,1.4392,1.8107,0.8715,-0.7499,0.5479,0.0121,0.2151,0.2249
34.0,0.4306,1.3987,1.8019,0.8719,-0.7314,0.5493,0.0107,0.2137,0.2263
35.0,0.3914,1.2661,1.5972,0.8728,-0.7537,0.5495,0.0105,0.2135,0.2265
36.0,0.3558,1.2476,1.5661,0.8729,-0.7385,0.5499,0.0101,0.2131,0.2269
37.0,0.3235,1.2154,1.5015,0.8726,-0.7506,0.5504,0.0096,0.2126,0.2274
38.0,0.2941,1.1591,1.4516,0.8726,-0.7502,0.5506,0.0094,0.2124,0.2276
39.0,0.2673,1.0623,1.3477,0.8728,-0.7449,0.5512,0.0088,0.2119,0.2281
40.0,0.243,1.0525,1.3472,0.8726,-0.7408,0.5516,0.0084,0.2114,0.2286
41.0,0.2209,1.0064,1.2275,0.8727,-0.7491,0.5519,0.0081,0.2111,0.2289
42.0,0.2009,0.9578,1.1471,0.8734,-0.7604,0.5518,0.0082,0.2112,0.2288
43.0,0.1826,0.9465,1.1342,0.8733,-0.7416,0.552,0.008,0.211,0.229
44.0,0.166,0.9115,1.0952,0.873,-0.761,0.5521,0.0079,0.2109,0.2291
45.0,0.1509,0.8974,1.0577,0.8727,-0.7527,0.5522,0.0078,0.2108,0.2292
46.0,0.1372,0.8656,1.0001,0.873,-0.7538,0.5524,0.0076,0.2106,0.2294
47.0,0.1247,0.86,0.9759,0.8731,-0.7577,0.5529,0.0071,0.2101,0.2299
48.0,0.1134,0.8183,0.9616,0.8734,-0.7438,0.553,0.007,0.21,0.23
49.0,0.1031,0.7894,0.8868,0.8737,-0.7534,0.5532,0.0068,0.2098,0.2302
50.0,0.0937,0.7894,0.8847,0.8738,-0.7484,0.5534,0.0066,0.2096,0.2304
51.0,0.0852,0.7774,0.8549,0.8744,-0.7574,0.5532,0.0068,0.2098,0.2302
52.0,0.0774,0.7572,0.8364,0.8744,-0.7568,0.5534,0.0066,0.2097,0.2303
53.0,0.0704,0.7324,0.8034,0.8742,-0.7673,0.5536,0.0064,0.2094,0.2306
54.0,0.064,0.7324,0.8035,0.8741,-0.7598,0.5538,0.0062,0.2092,0.2308
55.0,0.0582,0.7221,0.7846,0.8739,-0.7654,0.5539,0.0061,0.2091,0.2309
56.0,0.0529,0.7221,0.7733,0.8741,-0.7611,0.5541,0.0059,0.2089,0.2311
57.0,0.0481,0.7072,0.7641,0.8741,-0.7731,0.5542,0.0058,0.2088,0.2312
58.0,0.0437,0.7062,0.7419,0.8741,-0.7519,0.5542,0.0058,0.2088,0.2312
59.0,0.0397,0.6999,0.7312,0.8739,-0.7566,0.5542,0.0058,0.2088,0.2312
60.0,0.0361,0.689,0.72,0.8737,-0.7624,0.5542,0.0058,0.2088,0.2312
61.0,0.0328,0.6887,0.7145,0.8735,-0.7691,0.5542,0.0058,0.2088,0.2312
62.0,0.0299,0.6876,0.7123,0.8737,-0.7712,0.5543,0.0057,0.2087,0.2313
63.0,0.0271,0.6788,0.7049,0.8739,-0.77,0.5544,0.0056,0.2086,0.2314
64.0,0.0247,0.6725,0.6949,0.8738,-0.7765,0.5545,0.0055,0.2084,0.2316
65.0,0.0224,0.6725,0.6928,0.8738,-0.7694,0.5545,0.0055,0.2085,0.2315
66.0,0.0204,0.6683,0.6859,0.8736,-0.7665,0.5545,0.0055,0.2085,0.2315
67.0,0.0185,0.6661,0.6826,0.8737,-0.7719,0.5547,0.0053,0.2083,0.2317
68.0,0.0169,0.6644,0.6765,0.8738,-0.7741,0.5547,0.0053,0.2083,0.2317
69.0,0.0153,0.6608,0.674,0.8738,-0.7695,0.5546,0.0054,0.2084,0.2316
70.0,0.0139,0.6608,0.6737,0.8737,-0.7668,0.5547,0.0053,0.2083,0.2317
71.0,0.0127,0.6569,0.6662,0.8737,-0.7831,0.5548,0.0052,0.2082,0.2318
72.0,0.0115,0.6569,0.6669,0.8737,-0.7747,0.5548,0.0052,0.2082,0.2318
73.0,0.0105,0.6565,0.664,0.8736,-0.7769,0.5549,0.0051,0.2082,0.2318
74.0,0.0095,0.6551,0.6624,0.8736,-0.7808,0.5548,0.0052,0.2083,0.2317
75.0,0.0086,0.6547,0.6613,0.8736,-0.7812,0.5547,0.0053,0.2083,0.2317
76.0,0.0079,0.6541,0.6606,0.8737,-0.7913,0.5548,0.0052,0.2083,0.2317
77.0,0.0071,0.6536,0.6589,0.8737,-0.7905,0.5548,0.0052,0.2082,0.2318
78.0,0.0065,0.6521,0.6567,0.8737,-0.7781,0.5548,0.0052,0.2082,0.2318
79.0,0.0059,0.6512,0.6547,0.8738,-0.786,0.5548,0.0052,0.2083,0.2317
80.0,0.0054,0.6506,0.6549,0.8738,-0.7795,0.5547,0.0053,0.2083,0.2317
81.0,0.0049,0.6501,0.6532,0.8737,-0.7913,0.5548,0.0052,0.2083,0.2317
82.0,0.0044,0.6495,0.6521,0.8738,-0.7947,0.5548,0.0052,0.2083,0.2317
83.0,0.004,0.6485,0.6513,0.8736,-0.7914,0.5548,0.0052,0.2083,0.2317
84.0,0.0037,0.6481,0.6504,0.8737,-0.7842,0.5548,0.0052,0.2083,0.2317
85.0,0.0033,0.6472,0.6493,0.8737,-0.7792,0.5548,0.0052,0.2083,0.2317
86.0,0.003,0.6468,0.6488,0.8737,-0.7904,0.5548,0.0052,0.2083,0.2317
87.0,0.0028,0.6468,0.6489,0.8736,-0.7872,0.5548,0.0052,0.2083,0.2317
88.0,0.0025,0.6465,0.6481,0.8736,-0.7921,0.5548,0.0052,0.2083,0.2317
89.0,0.0023,0.6463,0.6477,0.8736,-0.7917,0.5548,0.0052,0.2083,0.2317
90.0,0.0021,0.6458,0.647,0.8736,-0.7949,0.5548,0.0052,0.2083,0.2317
91.0,0.0019,0.645,0.6464,0.8736,-0.7934,0.5548,0.0052,0.2083,0.2317
92.0,0.0017,0.6448,0.6458,0.8736,-0.7922,0.5548,0.0052,0.2083,0.2317
93.0,0.0016,0.6446,0.6454,0.8736,-0.7937,0.5548,0.0052,0.2083,0.2317
