j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,w_cont0,w_contf
47,1.05996675,1.1933752683914745,1.3693329886926353,0.007377220235357855,-1.0190781172550267, -0.7511350086849589,0.5472731249677205,0.7688566268473708,0.0003326387281171325, 0.02763845443922494,0.03676469216486017,1.5046052900063156, 0.4596842010852605,0.5080853605157392,0.41654459423395157,0.0020289158988941965, 0.09011433458085001,0.03462609280027771,0.0,0.0
48,1.00949214,1.1933752683914745,1.3380628847550913,0.0067491170689535016,-1.0177491017108022, -0.7544735988247917,0.542071913508013,0.07486658991770045,0.00022318947259438915, 0.024700628717007032,0.033585520571024895,1.5069268957926023, 0.5147971632664738,0.4837569689905249,0.9980256282554925,0.0018147661930600961, 0.08991301421953128,0.0339553670427474,0.0,0.0
49,0.96142109,1.189695929605433,1.286497878315266,0.003271889226836005,-1.020056288787413, -0.7776099500395162,0.5187642427270823,0.034467189112705965,0.0003583276343286806, 0.022413589097303704,0.029579523542641654,1.5040820288860013, 0.44712344555829403,0.5160543065098826,0.7844555063502121,0.0013395216456708369, 0.0802141525204938,0.030583316952141937,0.0,0.0
50,0.91563913,1.189695929605433,1.2920629666999757,0.005373340664541146,-1.0230399917331, -0.8013607933918342,0.4889957385496608,0.21773408621595786,0.000265874039066986, 0.023063455915855534,0.03202033211304352,1.499433463625834, 0.5831702306630256,0.4624179068246249,0.9169228594429865,0.0008971165367753721, 0.0811488083714822,0.031083009728200398,0.0,0.0
51,0.87203727,1.189695929605433,1.310288586120462,0.006125711857142075,-1.0208896888018706, -0.7634369127745614,0.5317095369266396,0.8209666788160005,0.0002720590206589798, 0.025887841485354432,0.03409999209215194,1.5062138059571804, 0.598144887201677,0.4508797738846254,0.06303419351655215,0.0016616228857368352, 0.08356396088592488,0.03305888152234232,0.0,0.0
52,0.83051169,1.189695929605433,1.288680935016749,0.004643391151297774,-1.0184782582038723, -0.8182734154030431,0.4605908852630585,0.8930697339448427,0.00027624905869737487, 0.024977774095263607,0.03171284291474612,1.5034392195916535, 0.5157447448118805,0.4845315128955641,0.18434168748102966,0.002010343292583732, 0.09338799536892971,0.03591637799580655,0.0,0.0
53,0.79096351,1.189695929605433,1.2734833843179214,0.003611799310150882,-1.0229765969958051, -0.8059041289505542,0.4533464230262051,0.9721721312457435,0.00043360227113273427, 0.027377997845582633,0.0377507254410562,1.498465691139438, 0.6145935210468523,0.4491979036930238,0.02350185893742518,0.0013248287250642089, 0.08622252278174929,0.03330474297385929,0.0,0.0
54,0.75329858,1.189695929605433,1.2799109135225553,0.002430277451080445,-1.017923935523911, -0.8062312253782646,0.4685518912142667,0.0920430288542227,0.00027336981488680623, 0.025705722964132927,0.03410608368390671,1.5086449921763179, 0.4146465165677025,0.5233198650077671,0.031743712508853106,0.0011647276135761876, 0.09309672408722472,0.03541992795024521,0.0,0.0
55,0.71742722,1.189695929605433,1.2887803113357048,0.004241282987215841,-1.017581190558877, -0.8382625514511327,0.4322934773823358,0.9434106482843865,0.00034128002811228633, 0.020287642722074395,0.028808437612894863,1.5181147857373403, 0.600291204854412,0.4528831973822758,0.910631234516616,0.0013787802535922143, 0.09591924597200634,0.037042810465602524,0.0,0.0
56,0.68326402,1.189695929605433,1.2835682507164667,0.005827228058011702,-1.0205519605351003, -0.7487222917441226,0.5574226624064632,0.257144378366592,0.00023061737087634918, 0.023489983011811467,0.03075294652414788,1.503839166912433, 0.48480813040567955,0.49781922752999463,0.9457845686011003,0.0021380640944310475, 0.08573008302271176,0.03332015384698618,0.0,0.0
57,0.65072764,1.189695929605433,1.303468435047763,0.007515656269667978,-1.0208444157088121, -0.7928400634549694,0.4890177749557383,0.20593983362760396,0.00024109851403862804, 0.023026025818309422,0.03258815267082867,1.4916209146894353, 0.6337346018132032,0.4381324650742635,0.33624004759577564,0.001043046484852962, 0.08946302235596341,0.03550497554604589,0.0,0.0
58,0.61974061,1.189695929605433,1.258734058312809,0.0033079038986787855,-1.024165964531578, -0.7939209001284165,0.49392336904605694,0.04546040823490016,0.000280810199586483, 0.022224911730899792,0.03207496530271755,1.5109156177088954, 0.5131709631482292,0.48891782601892847,0.8002506868300733,0.001238770231904679, 0.0897616196020341,0.034095194850639846,0.0,0.0
59,0.59022915,1.189695929605433,1.272904126243548,0.003354638146657183,-1.0167404387219727, -0.8554949206238506,0.40912189910468316,0.41678179811184457,0.00021097087689828158, 0.020017569867324003,0.031212514122229758,1.5070720418759238, 0.22860747789737887,0.594990079739141,0.48230749116365196,0.0011281099164286803, 0.08711316806737747,0.03295635488027626,0.0,0.0
60,0.562123,1.189695929605433,1.298074808172271,0.0059521778917456265,-1.0140683390553427, -0.7752260451283771,0.5114484438744715,0.9873520380893631,0.0005437965454605158, 0.026403429147133783,0.03303453679017509,1.5012227125450432, 0.3951966180804166,0.532079973840591,0.964391793232636,0.0012233565699725987, 0.09069018911572267,0.034884890978849954,0.0,0.0
61,0.53535524,1.189695929605433,1.2689375433506613,0.004032408918688681,-1.0182318734932227, -0.7542484890661717,0.5419915072406669,0.4854544756240875,0.00026582560303252655, 0.024821534442967922,0.03322560484920492,1.5004987944182364, 0.46142521203220976,0.505355627960353,0.5631540254346753,0.0017325601225065437, 0.09783265557679377,0.03713506307472131,0.0,0.0
62,0.50986213,1.1773568093327103,1.2290779997020242,0.002730508830166552,-1.0208433598209772, -0.7639991445877994,0.5352453394480913,0.33334469241397796,0.00020249517493820896, 0.022329900174358246,0.027996867459099743,1.4980358065240176, 0.5829325213862668,0.4611508944976787,0.5299514831001736,0.0016212857112586825, 0.08976844705208128,0.034353353651921235,0.0,0.0
63,0.48558298,1.1720650201976228,1.2322444402096648,0.0031507949308517105,-1.0216552366102722, -0.7945332710611386,0.48849920233845107,0.09418988881622381,0.00025731272114382813, 0.026406212928647328,0.034609386309411974,1.492838162660552, 0.5108997179848433,0.48746779669140894,0.40644053947653713,0.0007362721042581869, 0.09113912192784179,0.03481546495613666,0.0,0.0
64,0.46245998,1.171759367353982,1.2288931751740864,0.00319194689601258,-1.02272644182541, -0.7409250478434286,0.5637742416308454,0.8909116964473177,0.000407035633855284, 0.022726046966712387,0.02951862717614519,1.496967629718495, 0.4837005812227108,0.5028407228972342,0.8355987509809574,0.0011468977428751026, 0.0699436470453918,0.02719112738388853,0.0,0.0
65,0.44043808,1.171759367353982,1.2213159558788784,0.001985802265866218,-1.0214812292460418, -0.7832206405754376,0.4963611514959353,0.7744903921601098,0.00021457556693204414, 0.028227606705090797,0.03889644633666459,1.4938658729977643, 0.49871317472382576,0.49410418878758733,0.29437241056327423,0.0014329364565204433, 0.08568415256206419,0.032613760126738216,0.0,0.0
66,0.41946484,1.171759367353982,1.2322864823006259,0.0031911723178120965,-1.0215270776965808, -0.7545162604479034,0.5389939330829143,0.40472769134351055,0.0002835353815394484, 0.026878831180946937,0.03646481539331022,1.501926565001384, 0.637035808840469,0.4390744058039367,0.15248084112363036,0.0013272081144238951, 0.0897196225677639,0.03467780820857957,0.0,0.0
67,0.39949032,1.1706408946374685,1.2398965482586468,0.00366331346138223,-1.022124143439621, -0.8254663046835873,0.4349207261712899,0.2145516803698304,0.000316143764427946, 0.027721946902375904,0.03721766645148073,1.4979325268487347, 0.5155590009914199,0.4914157388158885,0.2820576232222701,0.0011160976810290003, 0.07803669594779654,0.02982432150497371,0.0,0.0
68,0.38046697,1.1693591726305894,1.211741966181547,0.0027747400218180044,-1.0275798900535453, -0.8223365452650618,0.45481065381528074,0.29107650621243963,0.0003062330728488217, 0.021270352734300075,0.029955969434355134,1.4999368327951597, 0.49129239420203463,0.49947321579263093,0.4312250462769688,0.0009897431664732245, 0.08251867585323112,0.031326154716479745,0.0,0.0
69,0.3623495,1.1693591726305894,1.212284780821247,0.0019741807005244924,-1.0249509566625468, -0.8016571540789424,0.482863851432934,0.590733494218807,0.0005073624920216496, 0.023566073271027072,0.030730040885587433,1.5033153914026713, 0.5483395710183452,0.4720828716065496,0.3658109641030414,0.0008512459627750592, 0.09438686027669696,0.036354906963788736,0.0,0.0
70,0.34509476,1.1693591726305894,1.2222002307680673,0.002026776640945128,-1.0226194572338296, -0.8532104887819344,0.4082480513085261,0.3382178100216655,0.0003925734914457331, 0.021814657912974104,0.0329585050005846,1.5025544189229307, 0.33655379005238784,0.5578573253118317,0.9442952276057048,0.0006647108137986658, 0.08882995268980166,0.03358212668796785,0.0,0.0
71,0.32866168,1.1693591726305894,1.2384249124884859,0.0019531631998654553,-1.0242734928046644, -0.7520479851676314,0.5566286104520632,0.36102289681954464,0.0002368313917450302, 0.023117028915452493,0.03074538785045123,1.5064405997159014, 0.5643760601659567,0.4691619025533333,0.4866966582229704,0.0008790664600865966, 0.0832641975813835,0.03212996283700738,0.0,0.0
72,0.31301112,1.1693591726305894,1.2107641888976401,0.002211389964778255,-1.0258011254000583, -0.7559887151644457,0.5449775005230848,0.23809702720305642,0.00015332231784834037, 0.024497615925580325,0.03423638077131621,1.491458217696927, 0.4417245607879118,0.5168642973824754,0.3550790261582647,0.001239861865279493, 0.08431355363004463,0.03173863608000632,0.0,0.0
73,0.29810583,1.159070488627531,1.1924159973976571,0.0018843910173917775,-1.027123710466003, -0.8183637802470807,0.45975377826769953,0.5054665554807288,0.00023744289490369732, 0.0250367017589053,0.033946515658784586,1.492032222077061, 0.5461024189555554,0.47201049874161044,0.9262926872605619,0.0007325676982543089, 0.09059012571709635,0.034965832420148134,0.0,0.0
74,0.28391031,1.159070488627531,1.2024790568996668,0.002638711427431291,-1.0266229276741208, -0.8538412349742547,0.40733831633759643,0.5016398654298665,0.00023302952947915122, 0.019361063482473042,0.028595015426261108,1.491393129501753, 0.5298344373178865,0.48148618844878105,0.19374802027997579,0.0011069099128883043, 0.0827955283254502,0.03180067339036824,0.0,0.0
75,0.27039077,1.154844268170043,1.1862574527483962,0.0022730367729424895,-1.0278184994952897, -0.8160203073336894,0.468859436855548,0.25421374796148866,0.00033177360223375765, 0.021283595814182505,0.02990658572520579,1.4838283171564453, 0.4841397775851684,0.4996897644385612,0.5493884850329303,0.0008267723205814004, 0.08942961776590123,0.03442097582825971,0.0,0.0
76,0.25751502,1.154844268170043,1.1805735662773016,0.0010779922473417437,-1.032432449860896, -0.7791049133899632,0.49926298041644646,0.9900756728696194,0.00024100916331376015, 0.027054810862689817,0.03746062246064483,1.4927752819923348, 0.3801982825769962,0.5375046049841095,0.13508943916407012,0.0008088005356122499, 0.09537947236414206,0.03600373970338074,0.0,0.0
77,0.2452524,1.154844268170043,1.1936338592818658,0.0014747411934707363,-1.0286461648030631, -0.7413121441088224,0.5607573350178013,0.8439642240417841,0.00026856610622144367, 0.024535235145572095,0.032343803372183504,1.4913182274596835, 0.4642934669783994,0.5063106489177704,0.7791470626121106,0.0009586683893709419, 0.08962063598721727,0.034333140082401736,0.0,0.0
