i,ar_pcont1,ar_pcont2,ar_pcont3,ar_ncont1,ar_ncont2,ar_ncont3,∆w_pcont1,∆w_pcont2,∆w_ncont1,∆w_ncont2,ar_ppeak,ar_npeak,∆w_ppeak,∆w_npeak,ar_wAc,ar_wAp,ar_wApc,∆w_Ac,∆w_Ap,∆w_Apc
25.0,0.456509,0.495588,0.27881081,0.48972675,0.456522,0.14574249,0.28407726,0.65758624,0.09863794,0.317123,0.51975,0.22185,2.084e-5,0.0,0.4226665,0.1108,0.109224,0.0,0.0,0.0
26.0,0.451669,0.489667,0.27251877,0.484018,0.519715,0.14529129,0.28407726,0.65758624,0.09863794,0.26426916,0.5074,0.21365,2.084e-5,0.0,0.416616,0.10265,0.103209,0.0,0.0,0.0
27.0,0.4911565,0.481195,0.26615841,0.47808225,0.511114,0.14128529,0.23673105,0.65758624,0.09863794,0.26426916,0.5012,0.2047,2.084e-5,0.0,0.420408,0.09025,0.091861,0.0,0.0,0.0
28.0,0.48635425,0.476626,0.26522598,0.472493,0.502578,0.13871246,0.23673105,0.65758624,0.09863794,0.26426916,0.49165,0.20125,2.084e-5,0.0,0.4218265,0.09485,0.0937035,0.0,0.0,0.0
29.0,0.480752,0.469906,0.26461486,0.46575525,0.492376,0.13725601,0.23673105,0.65758624,0.09863794,0.26426916,0.48095,0.1756,2.084e-5,0.0,0.417213,0.0845,0.081197,0.0,0.0,0.0
30.0,0.47437725,0.46136,0.25526051,0.46077,0.484251,0.1342515,0.23673105,0.65758624,0.09863794,0.26426916,0.4721,0.1695,2.084e-5,0.0,0.420703,0.0728,0.07057,0.0,0.0,0.0
31.0,0.469414,0.456718,0.25494444,0.45467275,0.475344,0.13041441,0.23673105,0.65758624,0.09863794,0.26426916,0.4948,0.16015,1.737e-5,0.0,0.421394,0.06335,0.0661605,0.0,0.0,0.0
32.0,0.46382675,0.527159,0.25076877,0.49462225,0.469213,0.13099099,0.23673105,0.54798854,0.08219828,0.26426916,0.4839,0.14915,1.737e-5,0.0,0.416497,0.05975,0.059872,0.0,0.0,0.0
33.0,0.4583575,0.519846,0.2476464,0.4877805,0.459429,0.1272027,0.23673105,0.54798854,0.08219828,0.26426916,0.478,0.13985,1.737e-5,0.0,0.4179815,0.0555,0.053765,0.0,0.0,0.0
34.0,0.45293425,0.51399,0.24588063,0.48261425,0.452322,0.1258033,0.23673105,0.54798854,0.08219828,0.26426916,0.50455,0.1291,1.447e-5,0.0,0.419337,0.0481,0.049479,0.0,0.0,0.0
35.0,0.492352,0.504262,0.23889715,0.47657875,0.513238,0.12243318,0.19727587,0.54798854,0.08219828,0.2202243,0.49445,0.1171,1.447e-5,0.0,0.4196025,0.04675,0.0453125,0.0,0.0,0.0
36.0,0.4870075,0.497973,0.23691366,0.470509,0.504304,0.12014039,0.19727587,0.54798854,0.08219828,0.2202243,0.487,0.11345,1.447e-5,0.0,0.4184585,0.0419,0.0438605,0.0,0.0,0.0
37.0,0.480767,0.487779,0.23149249,0.46435725,0.494656,0.11861562,0.19727587,0.54798854,0.08219828,0.2202243,0.51785,0.10535,1.206e-5,0.0,0.4161505,0.03915,0.0378265,0.0,0.0,0.0
38.0,0.474883,0.48303,0.22921772,0.45884775,0.485734,0.11515315,0.19727587,0.54798854,0.08219828,0.2202243,0.5111,0.1028,1.206e-5,0.0,0.4206955,0.0334,0.032377,0.0,0.0,0.0
39.0,0.47001625,0.476656,0.22806456,0.4532275,0.477884,0.11270345,0.19727587,0.54798854,0.08219828,0.2202243,0.49875,0.0881,1.206e-5,0.0,0.4223375,0.02275,0.02392,0.0,0.0,0.0
40.0,0.464475,0.46923,0.22427177,0.49221925,0.469239,0.11203604,0.19727587,0.54798854,0.06849857,0.2202243,0.4905,0.0777,1.206e-5,0.0,0.415741,0.0259,0.0256175,0.0,0.0,0.0
41.0,0.45890675,0.462293,0.22048423,0.48630175,0.459898,0.109253,0.19727587,0.54798854,0.06849857,0.2202243,0.5372,0.0699,1.005e-5,0.0,0.4183685,0.01595,0.016772,0.0,0.0,0.0
42.0,0.45348225,0.454509,0.21659384,0.4803535,0.52253,0.10780706,0.19727587,0.54798854,0.06849857,0.18352025,0.523,0.072,1.005e-5,0.0,0.4161025,0.01605,0.016265,0.0,0.0,0.0
43.0,0.492465,0.521011,0.21436712,0.47472375,0.514997,0.1047973,0.16439656,0.45665711,0.06849857,0.18352025,0.50695,0.06045,1.005e-5,0.0,0.422729,0.01495,0.015977,0.0,0.0,0.0
44.0,0.4865915,0.513359,0.21010135,0.468775,0.50382,0.10318994,0.16439656,0.45665711,0.06849857,0.18352025,0.4987,0.0576,1.005e-5,0.0,0.419919,0.0121,0.0119315,0.0,0.0,0.0
45.0,0.48144925,0.507379,0.20825901,0.46229825,0.494339,0.10156907,0.16439656,0.45665711,0.06849857,0.18352025,0.49195,0.04965,1.005e-5,0.0,0.4141735,0.01055,0.01071,0.0,0.0,0.0
46.0,0.47568075,0.499493,0.2037455,0.45665375,0.48615,0.09990616,0.16439656,0.45665711,0.06849857,0.18352025,0.4824,0.03775,1.005e-5,0.0,0.4187325,0.0072,0.0074045,0.0,0.0,0.0
47.0,0.47026075,0.494037,0.20161261,0.49581625,0.477557,0.09758709,0.16439656,0.45665711,0.05708214,0.18352025,0.4746,0.0376,1.005e-5,0.0,0.4188505,0.00785,0.007087,0.0,0.0,0.0
48.0,0.46446975,0.485408,0.19779354,0.4899395,0.468012,0.09557508,0.16439656,0.45665711,0.05708214,0.18352025,0.46435,0.0337,6.98e-6,0.0,0.415183,0.00475,0.0058015,0.0,0.0,0.0
49.0,0.4583955,0.474088,0.19333033,0.48361625,0.457945,0.09477778,0.16439656,0.45665711,0.05708214,0.18352025,0.4464,0.0294,4.85e-6,0.0,0.411197,0.00495,0.0049915,0.0,0.0,0.0
50.0,0.45301275,0.470676,0.19195571,0.477641,0.520789,0.09205405,0.16439656,0.45665711,0.05708214,0.15293354,0.4401,0.02645,1.35e-6,0.0,0.415897,0.00435,0.004257,0.0,0.0,0.0
51.0,0.49225825,0.462515,0.18942192,0.47162875,0.512087,0.09123498,0.13699713,0.45665711,0.05708214,0.15293354,0.4274,0.0242,2.2e-7,0.0,0.4097735,0.0048,0.0047605,0.0,0.0,0.0
52.0,0.48696575,0.454589,0.18721922,0.4658645,0.502507,0.08844745,0.13699713,0.45665711,0.05708214,0.15293354,0.4194,0.02255,4.0e-8,0.0,0.4165955,0.0022,0.002109,0.0,0.0,0.0
53.0,0.4801225,0.516091,0.18094895,0.4599925,0.493773,0.08657583,0.13699713,0.38054759,0.05708214,0.15293354,0.3985,0.01985,1.0e-8,0.0,0.413031,0.0014,0.001172,0.0,0.0,0.0
54.0,0.47494825,0.509767,0.17830405,0.4542895,0.485649,0.08436036,0.13699713,0.38054759,0.05708214,0.15293354,0.39275,0.01295,0.0,0.0,0.4191715,0.0016,0.0016965,0.0,0.0,0.0
55.0,0.4694325,0.502844,0.17742192,0.49380625,0.476068,0.0836524,0.13699713,0.38054759,0.04756845,0.15293354,0.36865,0.0097,0.0,0.0,0.4123695,0.0011,0.0011105,0.0,0.0,0.0
56.0,0.463597,0.495446,0.1745458,0.48666675,0.464204,0.08259234,0.13699713,0.38054759,0.04756845,0.15293354,0.36775,0.0106,0.0,0.0,0.4064225,0.0006,0.0008165,0.0,0.0,0.0
57.0,0.45842275,0.487824,0.17057132,0.4811645,0.456831,0.08074625,0.13699713,0.38054759,0.04756845,0.15293354,0.35705,0.0095,0.0,0.0,0.4135045,0.0,7.2e-5,0.0,0.0,0.0
58.0,0.452616,0.481549,0.16972297,0.475425,0.518284,0.07957808,0.13699713,0.38054759,0.04756845,0.12744462,0.3415,0.00625,0.0,0.0,0.4104195,0.00035,0.0006315,0.0,0.0,0.0
59.0,0.49119675,0.469106,0.16508934,0.46961275,0.50991,0.0767545,0.11416428,0.38054759,0.04756845,0.12744462,0.34195,0.0056,0.0,0.0,0.4150225,5.0e-5,0.0001005,0.0,0.0,0.0
60.0,0.486099,0.465323,0.16377853,0.4635285,0.502379,0.07596847,0.11416428,0.38054759,0.04756845,0.12744462,0.32585,0.00325,0.0,0.0,0.414807,0.0,6.0e-5,0.0,0.0,0.0
61.0,0.4797665,0.456857,0.15955631,0.457928,0.491215,0.07419369,0.11416428,0.38054759,0.04756845,0.12744462,0.30915,0.0045,0.0,0.0,0.416746,0.0003,0.000304,0.0,0.0,0.0
62.0,0.47424,0.519401,0.15757207,0.4968745,0.482199,0.07260135,0.11416428,0.317123,0.03964037,0.12744462,0.29685,0.0029,0.0,0.0,0.4115565,0.0,2.0e-6,0.0,0.0,0.0
63.0,0.4682465,0.510678,0.15567417,0.4905515,0.47456,0.07181682,0.11416428,0.317123,0.03964037,0.12744462,0.28795,0.0018,0.0,0.0,0.40932,0.0001,6.5e-5,0.0,0.0,0.0
64.0,0.4625005,0.501115,0.15079054,0.4847765,0.465497,0.06973574,0.11416428,0.317123,0.03964037,0.12744462,0.2804,0.00135,0.0,0.0,0.411866,0.0002,0.000122,0.0,0.0,0.0
65.0,0.45753,0.493311,0.14864189,0.47918225,0.455962,0.06847523,0.11416428,0.317123,0.03964037,0.12744462,0.2605,0.00125,0.0,0.0,0.4135675,0.00015,4.65e-5,0.0,0.0,0.0
66.0,0.4966905,0.488523,0.147247,0.47274575,0.518065,0.06715916,0.0951369,0.317123,0.03964037,0.10620385,0.256,0.00135,0.0,0.0,0.413159,0.0,1.0e-6,0.0,0.0,0.0
67.0,0.490556,0.47895,0.1464985,0.4669395,0.508009,0.06563363,0.0951369,0.317123,0.03964037,0.10620385,0.24105,0.00055,0.0,0.0,0.412402,0.0,0.0,0.0,0.0,0.0
68.0,0.484873,0.471934,0.14349625,0.46125575,0.500722,0.06432508,0.0951369,0.317123,0.03964037,0.10620385,0.22495,0.00105,0.0,0.0,0.4170555,0.0,0.0,0.0,0.0,0.0
69.0,0.47910825,0.463066,0.14069294,0.456049,0.490881,0.06254129,0.0951369,0.317123,0.03964037,0.10620385,0.2166,0.0006,0.0,0.0,0.4196645,0.0,0.0,0.0,0.0,0.0
70.0,0.47289,0.456553,0.1387515,0.494242,0.480534,0.06225751,0.0951369,0.317123,0.03303365,0.10620385,0.21105,0.0003,0.0,0.0,0.409335,0.00015,8.5e-5,0.0,0.0,0.0
71.0,0.46659,0.516662,0.13652177,0.48772225,0.471154,0.06098198,0.0951369,0.26426916,0.03303365,0.10620385,0.19745,0.0001,0.0,0.0,0.4090375,0.0,0.0,0.0,0.0,0.0
72.0,0.46147275,0.508275,0.13388739,0.48184525,0.461526,0.05921997,0.0951369,0.26426916,0.03303365,0.10620385,0.18195,0.0002,0.0,0.0,0.4051135,0.0,1.0e-6,0.0,0.0,0.0
73.0,0.4560935,0.50058,0.13183634,0.476427,0.525081,0.05823649,0.0951369,0.26426916,0.03303365,0.08850321,0.17,0.0,0.0,0.0,0.409883,0.0,0.0,0.0,0.0,0.0
74.0,0.49427125,0.49253,0.12926577,0.470144,0.514819,0.0560458,0.07928075,0.26426916,0.03303365,0.08850321,0.1652,0.00025,0.0,0.0,0.415004,0.0,0.0,0.0,0.0,0.0
75.0,0.4893455,0.48459,0.12826426,0.4643585,0.505433,0.05518168,0.07928075,0.26426916,0.03303365,0.08850321,0.15295,0.0,0.0,0.0,0.412057,0.0,0.0,0.0,0.0,0.0
76.0,0.4833045,0.475863,0.12591066,0.45813225,0.49584,0.05411036,0.07928075,0.26426916,0.03303365,0.08850321,0.1442,0.0,0.0,0.0,0.414044,0.0,0.0,0.0,0.0,0.0
77.0,0.47661525,0.466341,0.1232012,0.45206425,0.48599,0.05294144,0.07928075,0.26426916,0.03303365,0.08850321,0.13205,0.0,0.0,0.0,0.412967,0.0,0.0,0.0,0.0,0.0
78.0,0.47086375,0.458526,0.12005556,0.491761,0.476574,0.05156757,0.07928075,0.26426916,0.02752804,0.08850321,0.12485,0.0,0.0,0.0,0.4169645,0.0,0.0,0.0,0.0,0.0
79.0,0.465193,0.518652,0.11904655,0.4850975,0.468897,0.05129805,0.07928075,0.2202243,0.02752804,0.08850321,0.11925,0.0,0.0,0.0,0.4060655,0.0,0.0,0.0,0.0,0.0
80.0,0.45913875,0.512898,0.11594069,0.478781,0.459681,0.05006231,0.07928075,0.2202243,0.02752804,0.08850321,0.10705,0.0,0.0,0.0,0.413188,0.0,0.0,0.0,0.0,0.0
81.0,0.45330075,0.501556,0.11450826,0.47332475,0.521544,0.04865165,0.07928075,0.2202243,0.02752804,0.07375267,0.10025,0.0,0.0,0.0,0.41686,0.0,0.0,0.0,0.0,0.0
82.0,0.49211175,0.494504,0.11341366,0.46744325,0.512454,0.04769144,0.06606729,0.2202243,0.02752804,0.07375267,0.089,0.0,0.0,0.0,0.4115405,0.0,0.0,0.0,0.0,0.0
83.0,0.486764,0.486001,0.11125075,0.46129575,0.501337,0.04624099,0.06606729,0.2202243,0.02752804,0.07375267,0.08825,0.0,0.0,0.0,0.4154065,0.0,0.0,0.0,0.0,0.0
84.0,0.48063375,0.476827,0.10826276,0.4559395,0.492864,0.04558934,0.06606729,0.2202243,0.02752804,0.07375267,0.07705,0.0,0.0,0.0,0.414683,0.0,0.0,0.0,0.0,0.0
85.0,0.474956,0.469507,0.10653754,0.4951275,0.484097,0.04439565,0.06606729,0.2202243,0.02294003,0.07375267,0.07195,0.0,0.0,0.0,0.419107,0.0,0.0,0.0,0.0,0.0
86.0,0.46900625,0.460487,0.10333333,0.488817,0.474085,0.0431967,0.06606729,0.2202243,0.02294003,0.07375267,0.0601,0.0,0.0,0.0,0.4176175,0.0,0.0,0.0,0.0,0.0
87.0,0.462531,0.520136,0.10202553,0.48270725,0.46761,0.04232958,0.06606729,0.18352025,0.02294003,0.07375267,0.05915,0.0,0.0,0.0,0.415624,0.0,0.0,0.0,0.0,0.0
88.0,0.4569855,0.512428,0.10043619,0.47595975,0.453866,0.04181607,0.06606729,0.18352025,0.02294003,0.07375267,0.0425,0.0,0.0,0.0,0.408607,0.0,0.0,0.0,0.0,0.0
89.0,0.496687,0.504915,0.09923273,0.4707535,0.516254,0.04116592,0.05505608,0.18352025,0.02294003,0.06146056,0.0437,0.0,0.0,0.0,0.412578,0.0,0.0,0.0,0.0,0.0
90.0,0.4900515,0.496769,0.09752327,0.46429075,0.508612,0.04000375,0.05505608,0.18352025,0.02294003,0.06146056,0.0416,0.0,0.0,0.0,0.407895,0.0,0.0,0.0,0.0,0.0
91.0,0.48417,0.486742,0.09630631,0.458301,0.496633,0.03978829,0.05505608,0.18352025,0.02294003,0.06146056,0.03245,0.0,0.0,0.0,0.4112765,0.0,0.0,0.0,0.0,0.0
92.0,0.47822275,0.47991,0.093747,0.452651,0.488136,0.03841667,0.05505608,0.18352025,0.02294003,0.06146056,0.0322,0.0,0.0,0.0,0.412446,0.0,0.0,0.0,0.0,0.0
93.0,0.472864,0.470696,0.09228303,0.49168625,0.480294,0.03745796,0.05505608,0.18352025,0.01911669,0.06146056,0.0298,0.0,0.0,0.0,0.41343,0.0,0.0,0.0,0.0,0.0
94.0,0.46680825,0.461585,0.09024399,0.4859465,0.470972,0.03673423,0.05505608,0.18352025,0.01911669,0.06146056,0.026,0.0,0.0,0.0,0.412343,0.0,0.0,0.0,0.0,0.0
95.0,0.460904,0.452426,0.0880533,0.47955525,0.462391,0.03654279,0.05505608,0.18352025,0.01911669,0.06146056,0.0222,0.0,0.0,0.0,0.409478,0.0,0.0,0.0,0.0,0.0
96.0,0.4553195,0.513971,0.08748724,0.473189,0.522632,0.03502703,0.05505608,0.15293354,0.01911669,0.05121713,0.01795,0.0,0.0,0.0,0.408454,0.0,0.0,0.0,0.0,0.0
97.0,0.49372625,0.504792,0.08540766,0.46823625,0.514107,0.03516066,0.04588006,0.15293354,0.01911669,0.05121713,0.0146,0.0,0.0,0.0,0.4158685,0.0,0.0,0.0,0.0,0.0
98.0,0.4870605,0.493916,0.08408258,0.462684,0.504999,0.03402778,0.04588006,0.15293354,0.01911669,0.05121713,0.01285,0.0,0.0,0.0,0.4186475,0.0,0.0,0.0,0.0,0.0
99.0,0.4816145,0.487115,0.08226877,0.45643575,0.496037,0.03276652,0.04588006,0.15293354,0.01911669,0.05121713,0.01175,0.0,0.0,0.0,0.4192435,0.0,0.0,0.0,0.0,0.0
100.0,0.47597825,0.47908,0.08077853,0.49518875,0.484702,0.03190616,0.04588006,0.15293354,0.01593058,0.05121713,0.0108,0.0,0.0,0.0,0.416012,0.0,0.0,0.0,0.0,0.0
101.0,0.47008,0.469217,0.0792545,0.48847775,0.474449,0.03120796,0.04588006,0.15293354,0.01593058,0.05121713,0.00785,0.0,0.0,0.0,0.410594,0.0,0.0,0.0,0.0,0.0
102.0,0.4644795,0.462441,0.07823574,0.48261075,0.465728,0.03102477,0.04588006,0.15293354,0.01593058,0.05121713,0.00635,0.0,0.0,0.0,0.4116205,0.0,0.0,0.0,0.0,0.0
103.0,0.45841925,0.521077,0.07661336,0.477067,0.458424,0.03056006,0.04588006,0.12744462,0.01593058,0.05121713,0.00295,0.0,0.0,0.0,0.409042,0.0,0.0,0.0,0.0,0.0
104.0,0.45232575,0.511075,0.07493919,0.47092,0.518335,0.02967718,0.04588006,0.12744462,0.01593058,0.04268095,0.0044,0.0,0.0,0.0,0.409636,0.0,0.0,0.0,0.0,0.0
105.0,0.49114725,0.502426,0.0722012,0.46425875,0.509123,0.02893018,0.03823339,0.12744462,0.01593058,0.04268095,0.00375,0.0,0.0,0.0,0.4106505,0.0,0.0,0.0,0.0,0.0
106.0,0.4847415,0.493411,0.07108183,0.45805075,0.498819,0.02859835,0.03823339,0.12744462,0.01593058,0.04268095,0.002,0.0,0.0,0.0,0.4066135,0.0,0.0,0.0,0.0,0.0
107.0,0.47909225,0.484122,0.07016817,0.451959,0.488853,0.02840766,0.03823339,0.12744462,0.01593058,0.04268095,0.00295,0.0,0.0,0.0,0.400304,0.0,0.0,0.0,0.0,0.0
108.0,0.47330225,0.47491,0.06904505,0.49150775,0.479695,0.02714865,0.03823339,0.12744462,0.01327548,0.04268095,0.00045,0.0,0.0,0.0,0.40158,0.0,0.0,0.0,0.0,0.0
109.0,0.467372,0.466501,0.0677545,0.4859675,0.470584,0.02649474,0.03823339,0.12744462,0.01327548,0.04268095,0.0009,0.0,0.0,0.0,0.406279,0.0,0.0,0.0,0.0,0.0
110.0,0.4612895,0.459469,0.06550826,0.4796765,0.461665,0.02558108,0.03823339,0.12744462,0.01327548,0.04268095,0.00055,0.0,0.0,0.0,0.415055,0.0,0.0,0.0,0.0,0.0
111.0,0.45544225,0.516063,0.06546622,0.47331275,0.524041,0.02546997,0.03823339,0.10620385,0.01327548,0.03556745,0.0008,0.0,0.0,0.0,0.415299,0.0,0.0,0.0,0.0,0.0
112.0,0.49462625,0.509389,0.06406156,0.46739925,0.51152,0.02451577,0.03186115,0.10620385,0.01327548,0.03556745,0.0003,0.0,0.0,0.0,0.4138345,0.0,0.0,0.0,0.0,0.0
113.0,0.488339,0.499215,0.06222222,0.461528,0.502566,0.02448724,0.03186115,0.10620385,0.01327548,0.03556745,0.00015,0.0,0.0,0.0,0.411149,0.0,0.0,0.0,0.0,0.0
114.0,0.482059,0.490809,0.06098498,0.4559935,0.495417,0.02393243,0.03186115,0.10620385,0.01327548,0.03556745,5.0e-5,0.0,0.0,0.0,0.413552,0.0,0.0,0.0,0.0,0.0
115.0,0.4762955,0.481591,0.06002252,0.49474775,0.485626,0.02296321,0.03186115,0.10620385,0.0110629,0.03556745,0.0002,0.0,0.0,0.0,0.4170655,0.0,0.0,0.0,0.0,0.0
116.0,0.47012975,0.473456,0.05888138,0.4890635,0.475784,0.02229505,0.03186115,0.10620385,0.0110629,0.03556745,0.0007,0.0,0.0,0.0,0.4157435,0.0,0.0,0.0,0.0,0.0
117.0,0.46471375,0.46586,0.05725976,0.48280225,0.468479,0.02217643,0.03186115,0.10620385,0.0110629,0.03556745,0.0,0.0,0.0,0.0,0.414004,0.0,0.0,0.0,0.0,0.0
118.0,0.458426,0.456535,0.05661486,0.47723125,0.458437,0.0212988,0.03186115,0.10620385,0.0110629,0.03556745,0.0,0.0,0.0,0.0,0.4149005,0.0,0.0,0.0,0.0,0.0
119.0,0.452931,0.513863,0.05571697,0.47077875,0.520004,0.02127778,0.03186115,0.08850321,0.0110629,0.02963955,0.0001,0.0,0.0,0.0,0.412717,0.0,0.0,0.0,0.0,0.0
120.0,0.49155,0.506726,0.05356757,0.464476,0.508918,0.02045195,0.02655096,0.08850321,0.0110629,0.02963955,0.0,0.0,0.0,0.0,0.4131205,0.0,0.0,0.0,0.0,0.0
121.0,0.4848675,0.495919,0.05351126,0.45847925,0.498928,0.01990541,0.02655096,0.08850321,0.0110629,0.02963955,0.0001,0.0,0.0,0.0,0.4149065,0.0,0.0,0.0,0.0,0.0
122.0,0.47923025,0.487099,0.05286261,0.45261625,0.491675,0.01954505,0.02655096,0.08850321,0.0110629,0.02963955,0.0,0.0,0.0,0.0,0.4146365,0.0,0.0,0.0,0.0,0.0
123.0,0.4737045,0.47894,0.05083333,0.491723,0.481506,0.01881907,0.02655096,0.08850321,0.00921908,0.02963955,0.0,0.0,0.0,0.0,0.412102,0.0,0.0,0.0,0.0,0.0
124.0,0.46780075,0.470701,0.04961562,0.4851735,0.470326,0.01877778,0.02655096,0.08850321,0.00921908,0.02963955,0.0,0.0,0.0,0.0,0.406543,0.0,0.0,0.0,0.0,0.0
125.0,0.46161825,0.460934,0.0485503,0.47919375,0.461688,0.01791742,0.02655096,0.08850321,0.00921908,0.02963955,0.0,0.0,0.0,0.0,0.407787,0.0,0.0,0.0,0.0,0.0
126.0,0.455825,0.518785,0.04734234,0.47356325,0.453793,0.01785961,0.02655096,0.07375267,0.00921908,0.02963955,0.0,0.0,0.0,0.0,0.4114435,0.0,0.0,0.0,0.0,0.0
127.0,0.49482625,0.511102,0.04702778,0.4665115,0.513087,0.01748423,0.0221258,0.07375267,0.00921908,0.02469962,0.0,0.0,0.0,0.0,0.4099985,0.0,0.0,0.0,0.0,0.0
