i,theta,chi2_min,chi2_avg,edge_p,edge_n,Ap_p,Ap_n,Ac_p,Ac_n
95.0,0.1529,1.0831,1.2911,0.8674,-0.8606,0.1168,0.4432,0.1203,0.3197
96.0,0.1456,1.0527,1.2539,0.8669,-0.8606,0.1167,0.4433,0.1203,0.3197
97.0,0.1386,1.0527,1.236,0.8681,-0.8613,0.1168,0.4432,0.1203,0.3197
98.0,0.132,0.9916,1.1325,0.8675,-0.862,0.1169,0.4431,0.1201,0.3199
99.0,0.1258,0.9916,1.1428,0.8682,-0.8609,0.1175,0.4425,0.1196,0.3204
100.0,0.1198,0.984,1.154,0.8688,-0.8609,0.1173,0.4427,0.1198,0.3202
101.0,0.1141,0.957,1.1079,0.8688,-0.8612,0.1173,0.4427,0.1197,0.3203
102.0,0.1086,0.9417,1.0724,0.8693,-0.8606,0.1177,0.4423,0.1193,0.3207
103.0,0.1035,0.9319,1.0592,0.8694,-0.861,0.1177,0.4423,0.1194,0.3206
104.0,0.0985,0.9231,1.0358,0.8702,-0.8605,0.118,0.442,0.1191,0.3209
105.0,0.0938,0.9052,1.0325,0.8697,-0.8603,0.1178,0.4422,0.1193,0.3207
106.0,0.0894,0.9048,1.0215,0.8702,-0.8604,0.1181,0.4419,0.119,0.321
107.0,0.0851,0.8919,0.9957,0.8702,-0.86,0.1182,0.4418,0.1189,0.3211
108.0,0.0811,0.8672,0.9576,0.8698,-0.8609,0.1181,0.4419,0.119,0.321
109.0,0.0772,0.8488,0.9493,0.8709,-0.8606,0.1184,0.4416,0.1186,0.3214
110.0,0.0735,0.8063,0.8881,0.871,-0.8602,0.1184,0.4416,0.1186,0.3214
111.0,0.07,0.8063,0.8804,0.8709,-0.8616,0.1184,0.4416,0.1187,0.3213
112.0,0.0667,0.8027,0.8747,0.8721,-0.8603,0.1187,0.4413,0.1184,0.3216
113.0,0.0635,0.7921,0.8691,0.8726,-0.8613,0.1187,0.4413,0.1184,0.3216
114.0,0.0605,0.779,0.844,0.8728,-0.8619,0.1187,0.4413,0.1184,0.3216
115.0,0.0576,0.7707,0.8346,0.8728,-0.8619,0.1188,0.4412,0.1183,0.3217
116.0,0.0549,0.7622,0.8337,0.8729,-0.8618,0.1188,0.4412,0.1182,0.3218
117.0,0.0523,0.7622,0.8259,0.8724,-0.861,0.1188,0.4412,0.1183,0.3217
118.0,0.0498,0.7622,0.8293,0.872,-0.8611,0.1187,0.4413,0.1183,0.3217
119.0,0.0474,0.7564,0.8042,0.8726,-0.8615,0.1189,0.4411,0.1181,0.3219
120.0,0.0451,0.7511,0.7994,0.8725,-0.8611,0.1189,0.4411,0.1182,0.3218
121.0,0.043,0.737,0.7796,0.8726,-0.8616,0.1187,0.4413,0.1183,0.3217
122.0,0.0409,0.7324,0.7743,0.8733,-0.8622,0.1189,0.4411,0.1182,0.3218
123.0,0.039,0.7147,0.7667,0.8729,-0.8627,0.1188,0.4412,0.1183,0.3217
124.0,0.0371,0.7147,0.7648,0.8729,-0.8623,0.1188,0.4412,0.1183,0.3217
125.0,0.0354,0.7147,0.758,0.8735,-0.8627,0.1189,0.4411,0.1181,0.3219
126.0,0.0337,0.7147,0.7554,0.873,-0.8627,0.1189,0.4411,0.1181,0.3219
127.0,0.0321,0.7147,0.7562,0.8733,-0.8623,0.1191,0.4409,0.118,0.322
128.0,0.0306,0.7049,0.7351,0.8734,-0.8632,0.119,0.441,0.1181,0.3219
129.0,0.0291,0.7049,0.738,0.874,-0.863,0.1191,0.4409,0.1179,0.3221
130.0,0.0277,0.7049,0.7314,0.8739,-0.8628,0.1192,0.4408,0.1179,0.3221
131.0,0.0264,0.7014,0.729,0.8742,-0.8632,0.1193,0.4407,0.1177,0.3223
132.0,0.0251,0.6963,0.7175,0.8743,-0.8631,0.1193,0.4407,0.1177,0.3223
133.0,0.0239,0.6963,0.7189,0.8742,-0.8632,0.1194,0.4406,0.1177,0.3223
134.0,0.0228,0.6963,0.7165,0.8739,-0.8637,0.1193,0.4407,0.1177,0.3223
135.0,0.0217,0.6956,0.7148,0.8741,-0.8631,0.1194,0.4406,0.1176,0.3224
136.0,0.0207,0.6918,0.7106,0.8743,-0.8633,0.1194,0.4406,0.1177,0.3223
137.0,0.0197,0.6918,0.7117,0.8742,-0.863,0.1194,0.4406,0.1176,0.3224
138.0,0.0188,0.6915,0.7061,0.8737,-0.8641,0.1192,0.4408,0.1178,0.3222
139.0,0.0179,0.6915,0.7097,0.8739,-0.8642,0.1193,0.4407,0.1178,0.3222
140.0,0.017,0.6915,0.7099,0.8738,-0.864,0.1192,0.4408,0.1178,0.3222
141.0,0.0162,0.6836,0.6997,0.8738,-0.8641,0.1192,0.4408,0.1178,0.3222
142.0,0.0154,0.6836,0.7009,0.8741,-0.8637,0.1194,0.4406,0.1177,0.3223
143.0,0.0147,0.6836,0.7027,0.8739,-0.8634,0.1194,0.4406,0.1176,0.3224
144.0,0.014,0.6812,0.6951,0.8742,-0.8639,0.1195,0.4405,0.1176,0.3224
145.0,0.0133,0.6805,0.6933,0.8743,-0.8641,0.1194,0.4406,0.1176,0.3224
146.0,0.0127,0.6799,0.6906,0.8743,-0.864,0.1195,0.4405,0.1176,0.3224
147.0,0.0121,0.6795,0.6916,0.8745,-0.8639,0.1196,0.4404,0.1174,0.3226
148.0,0.0115,0.6792,0.6941,0.8741,-0.8638,0.1195,0.4405,0.1176,0.3224
149.0,0.011,0.6792,0.688,0.8744,-0.8639,0.1195,0.4405,0.1176,0.3224
150.0,0.0104,0.6779,0.6865,0.8744,-0.8641,0.1194,0.4406,0.1176,0.3224
151.0,0.0099,0.6779,0.6858,0.8742,-0.864,0.1195,0.4405,0.1175,0.3225
152.0,0.0095,0.6773,0.6846,0.8744,-0.8638,0.1195,0.4405,0.1175,0.3225
153.0,0.009,0.6763,0.6831,0.8746,-0.8639,0.1197,0.4403,0.1174,0.3226
154.0,0.0086,0.6755,0.6844,0.8748,-0.8639,0.1197,0.4403,0.1173,0.3227
155.0,0.0082,0.6755,0.6835,0.8746,-0.8641,0.1196,0.4404,0.1174,0.3226
156.0,0.0078,0.6755,0.6828,0.8747,-0.8638,0.1197,0.4403,0.1174,0.3226
157.0,0.0074,0.6755,0.6831,0.8743,-0.8638,0.1195,0.4405,0.1175,0.3225
158.0,0.0071,0.6747,0.6796,0.8747,-0.8639,0.1196,0.4404,0.1175,0.3225
159.0,0.0067,0.6719,0.6779,0.8747,-0.8637,0.1196,0.4404,0.1174,0.3226
160.0,0.0064,0.6715,0.677,0.8748,-0.8634,0.1197,0.4403,0.1174,0.3226
161.0,0.0061,0.6711,0.676,0.8748,-0.8636,0.1197,0.4403,0.1174,0.3226
162.0,0.0058,0.6711,0.6763,0.8748,-0.8636,0.1196,0.4404,0.1174,0.3226
163.0,0.0055,0.6686,0.6739,0.8749,-0.8637,0.1196,0.4404,0.1174,0.3226
164.0,0.0053,0.6686,0.6738,0.8747,-0.8637,0.1196,0.4404,0.1174,0.3226
165.0,0.005,0.6683,0.6724,0.8748,-0.864,0.1196,0.4404,0.1175,0.3225
166.0,0.0048,0.667,0.6724,0.8749,-0.8638,0.1196,0.4404,0.1174,0.3226
167.0,0.0046,0.667,0.6716,0.875,-0.8639,0.1196,0.4404,0.1175,0.3225
168.0,0.0043,0.6662,0.67,0.8749,-0.8637,0.1196,0.4404,0.1175,0.3225
169.0,0.0041,0.6661,0.67,0.8749,-0.8638,0.1196,0.4404,0.1175,0.3225
170.0,0.0039,0.6658,0.6697,0.875,-0.8636,0.1196,0.4404,0.1174,0.3226
171.0,0.0037,0.665,0.669,0.8751,-0.8638,0.1196,0.4404,0.1174,0.3226
172.0,0.0036,0.665,0.6687,0.8749,-0.8636,0.1196,0.4404,0.1174,0.3226
173.0,0.0034,0.6642,0.6674,0.8749,-0.8635,0.1196,0.4404,0.1174,0.3226
174.0,0.0032,0.6642,0.6674,0.875,-0.8635,0.1197,0.4403,0.1174,0.3226
175.0,0.0031,0.6638,0.6672,0.8748,-0.8638,0.1196,0.4404,0.1174,0.3226
176.0,0.0029,0.6631,0.6658,0.875,-0.8635,0.1197,0.4403,0.1173,0.3227
177.0,0.0028,0.6616,0.6653,0.8751,-0.8636,0.1197,0.4403,0.1173,0.3227
178.0,0.0027,0.661,0.6643,0.8751,-0.8632,0.1197,0.4403,0.1173,0.3227
179.0,0.0025,0.661,0.6635,0.8751,-0.8633,0.1197,0.4403,0.1173,0.3227
180.0,0.0024,0.661,0.6642,0.875,-0.8632,0.1198,0.4402,0.1173,0.3227
181.0,0.0023,0.6603,0.6625,0.8752,-0.8634,0.1197,0.4403,0.1173,0.3227
182.0,0.0022,0.6599,0.6626,0.875,-0.8632,0.1198,0.4402,0.1173,0.3227
183.0,0.0021,0.6587,0.6611,0.8751,-0.8634,0.1197,0.4403,0.1173,0.3227
184.0,0.002,0.6585,0.6608,0.875,-0.8633,0.1197,0.4403,0.1173,0.3227
185.0,0.0019,0.6581,0.6601,0.8751,-0.8632,0.1198,0.4402,0.1172,0.3228
186.0,0.0018,0.6581,0.6606,0.8751,-0.8632,0.1198,0.4402,0.1172,0.3228
187.0,0.0017,0.6577,0.6596,0.8751,-0.8634,0.1198,0.4402,0.1172,0.3228
188.0,0.0016,0.6571,0.6596,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
189.0,0.0016,0.6561,0.658,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
190.0,0.0015,0.655,0.6577,0.8752,-0.8632,0.1198,0.4402,0.1172,0.3228
191.0,0.0014,0.655,0.6577,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
192.0,0.0013,0.655,0.6572,0.8751,-0.8632,0.1198,0.4402,0.1172,0.3228
193.0,0.0013,0.6549,0.6569,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
194.0,0.0012,0.6547,0.6563,0.8752,-0.8632,0.1198,0.4402,0.1172,0.3228
195.0,0.0012,0.6545,0.6564,0.8752,-0.8632,0.1198,0.4402,0.1172,0.3228
196.0,0.0011,0.6545,0.6562,0.8751,-0.8632,0.1198,0.4402,0.1172,0.3228
197.0,0.0011,0.6534,0.6552,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
198.0,0.001,0.6533,0.6547,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
199.0,0.001,0.653,0.6543,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
200.0,0.0009,0.6525,0.6538,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
201.0,0.0009,0.6514,0.6528,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
202.0,0.0008,0.6508,0.6523,0.8751,-0.8633,0.1198,0.4402,0.1172,0.3228
203.0,0.0008,0.6505,0.6518,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
204.0,0.0007,0.6501,0.6515,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
205.0,0.0007,0.65,0.651,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
206.0,0.0007,0.6498,0.651,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
207.0,0.0006,0.6497,0.6506,0.8752,-0.8633,0.1198,0.4402,0.1172,0.3228
