j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma
19,1.7985879,1.1765098944003467,1.4573545865067177,0.016400445410789118,-1.0219653189601625, -0.6446603051560664,0.75,0.5,0.00037111559527128613, 0.0003704773806161575,0.0,1.4955988897420343, -0.13099391239275035,0.75,0.5,0.002287668378402885, 0.0004848447850254964,0.0
20,1.63507991,1.171250191135196,1.3294637924680743,0.009542804384571677,-1.021968473780468, -0.6396893719359357,0.75,0.5,0.0007085949329146323, 0.0005940297593226112,0.0,1.4976439581950816, -0.13176864861897825,0.75,0.5,0.001210626367392983, 0.0005035778112560468,0.0
21,1.48643628,1.1574932689277275,1.2792952867862475,0.006395545171798806,-1.0272114517990363, -0.6363961809769004,0.75,0.5,0.00035559354927158646, 0.000447029373877643,0.0,1.4913177154723392, -0.13768648759524132,0.75,0.5,0.0021121614147055555, 0.0006184640358877421,0.0
22,1.35130571,1.1574932689277275,1.2738872224748785,0.005566049329742578,-1.0306291991661811, -0.6430165700541493,0.75,0.5,0.0003864316069504073, 0.0004749256463676497,0.0,1.4989816136683687, -0.13701176868347847,0.75,0.5,0.0016033401736073438, 0.0002921677793081885,0.0
23,1.22845974,1.1574932689277275,1.2927681008013983,0.006066718879573978,-1.0282104915944763, -0.6446857013877032,0.75,0.5,0.0004814158876432206, 0.0005507026252232916,0.0,1.5212716528529406, -0.13231493299980635,0.75,0.5,0.0017309006094373602, 0.00046927113397125195,0.0
24,1.11678158,1.1574932689277275,1.2811643392879393,0.004931042445404881,-1.0298834324523827, -0.6455445767105239,0.75,0.5,0.00040705431629244775, 0.0005991017969545877,0.0,1.506589232406395, -0.13453509658800406,0.75,0.5,0.0012342568084352272, 0.0002869754671153452,0.0
25,1.01525598,1.1574932689277275,1.2684503488373435,0.0041385120107690345,-1.02699285902236, -0.6440377368278432,0.75,0.5,0.000634989730709882, 0.00031594582057980765,0.0,1.5153339935680443, -0.13591949567447992,0.75,0.5,0.001446646680377876, 0.00035472940834224383,0.0
26,0.92295998,1.1574932689277275,1.2703865921386495,0.002460337447972849,-1.0220948965694734, -0.6470322286551823,0.75,0.5,0.0002599827528840786, 0.0005330581911481771,0.0,1.5064871841552967, -0.1369160960281966,0.75,0.5,0.0020827726872387387, 0.00029861832241565993,0.0
27,0.83905453,1.1574932689277275,1.2584420016553501,0.004065982769818062,-1.022771123519939, -0.645438425414165,0.75,0.5,0.00038870639175123014, 0.00042332565626917215,0.0,1.50123586590199, -0.14030063292244857,0.75,0.5,0.00175865961189361, 0.0003041208053904644,0.0
28,0.76277684,1.1574932689277275,1.2569008670192519,0.003398101004030962,-1.030207845086113, -0.6486314153120227,0.75,0.5,0.0003804187276629041, 0.0002512592249499618,0.0,1.5140760448631143, -0.13683473511455402,0.75,0.5,0.0012929298015166893, 0.00038148802090650225,0.0
29,0.69343349,1.1574932689277275,1.270507371394847,0.0035491108902903756,-1.026217361139314, -0.6446362464350226,0.75,0.5,0.00044302414142300214, 0.00047348021940233926,0.0,1.508576218152944, -0.13766602122662128,0.75,0.5,0.0011114985434053943, 0.0001923042342805932,0.0
30,0.63039409,1.1574932689277275,1.2403927389536449,0.004219343414222801,-1.0212171458115968, -0.6386437580362687,0.75,0.5,0.00040852617384738065, 0.0002444184585207796,0.0,1.5065006936698055, -0.13632741530842324,0.75,0.5,0.001050377500565631, 0.00023940846250254698,0.0
31,0.57308553,1.1574932689277275,1.2140454868148298,0.0025160992689262788,-1.0295540812817336, -0.6368724290529006,0.75,0.5,0.0006048715941567087, 0.00024082528301682256,0.0,1.5033274422150231, -0.13464974331261043,0.75,0.5,0.002084837610008873, 0.00021010842947862912,0.0
