j,theta,chi2_min,chi2_avg,chi2_sigma,w_edge_R,w_n0_R,n0_R,eps_R,w_edge_R_sigma,w_n0_R_sigma,n0_R_sigma,w_edge_L,w_n0_L,n0_L,eps_L,w_edge_L_sigma,w_n0_L_sigma,n0_L_sigma,w_cont0,w_contf
10,4.24097618,691.3551270956922,757.4321016370619,8.01292924615832,-0.9052424022434493, -0.8774175583927601,0.75,0.5,0.00040076438939154463, 0.00022099080128141875,0.0,1.4263521442321914, 0.14868464393851094,0.75,0.5,0.0008906908233079287, 0.0005613918116197279,0.0,-0.9030941483354261,1.3759653092377062
11,3.85543289,602.6106498296557,649.2349570979526,5.235110450750508,-0.9019321955284682, -0.8771072540433961,0.75,0.5,0.00013344494194974843, 0.00012049368204722453,0.0,1.4392751576457656, 0.1414330453280227,0.75,0.5,0.0008131402054922599, 0.00042940714701090457,0.0,-0.9015362538975197,1.3835581641932437
12,3.50493899,500.8201869512065,539.3146464909481,5.763404774883452,-0.9017290299753886, -0.8744996376300488,0.75,0.5,0.00012758796563841333, 0.0002137490003076563,0.0,1.4536740448846852, 0.13311437590847208,0.75,0.5,0.0009250815764611395, 0.00048032345367346273,0.0,-0.9017271891927365,1.4513451420595282
13,3.18630818,426.625950862267,461.319730036732,3.9032833267777094,-0.8988627786846874, -0.8745215428980933,0.75,0.5,0.000220837968471885, 0.000185194624736262,0.0,1.4633992232633435, 0.12638900508129366,0.75,0.5,0.0006499954762010505, 0.00039805322153995516,0.0,-0.8989935694887621,1.4269850457567756
14,2.8966438,351.28713817485243,389.93260348855875,4.597200636311522,-0.8977064933675726, -0.8734137258448726,0.75,0.5,0.00023406708076207806, 0.00014240239881334763,0.0,1.4744716637810453, 0.12003676495012375,0.75,0.5,0.0007595403954559136, 0.000513183065065549,0.0,-0.8986233720500061,1.4656831072337988
15,2.63331254,255.18850190363506,301.63291619047715,6.286965297722272,-0.8982358511834472, -0.8706927084273808,0.75,0.5,0.00020218304616246983, 0.00019275508492001353,0.0,1.4882806346050073, 0.11038790614981786,0.75,0.5,0.0011993539226930275, 0.0007068834846590504,0.0,-0.898565845711778,1.4957608547128762
16,2.39392049,195.36138659826437,231.37154602891158,3.928631430353997,-0.8972800120908196, -0.8690355095976887,0.75,0.5,0.00026535202195569676, 0.00012891208787075612,0.0,1.5024423762139065, 0.10183809111583213,0.75,0.5,0.0006461218604408536, 0.0005571802623178251,0.0,-0.8954771040300615,1.500197955001523
17,2.17629136,134.20457139140007,158.20305875963612,4.042887696938007,-0.8958022092952609, -0.8676721522989276,0.75,0.5,0.00013353862808409677, 0.00019518284757086393,0.0,1.518604369066326, 0.09017763320500949,0.75,0.5,0.0012917895091565542, 0.000686689755784023,0.0,-0.8966117747414871,1.4864683434811081
18,1.97844669,89.50619142495998,109.21078716816632,3.0061341743759127,-0.8966739371784902, -0.8658313611814841,0.75,0.5,0.00024965890881422775, 0.00022757168761276385,0.0,1.5321261341513106, 0.0797623535900904,0.75,0.5,0.00106928047885392, 0.000787448306884856,0.0,-0.8970337787810723,1.5132982671367365
19,1.7985879,65.06556976741426,77.34491510344519,1.655201709637004,-0.8975126761556099, -0.8645228179685555,0.75,0.5,0.00027497749247675543, 0.00035449551986847626,0.0,1.5442956558296035, 0.07033231188881298,0.75,0.5,0.0007890616980158261, 0.0005560578931686261,0.0,-0.8984687138509748,1.5480583371184315
20,1.63507991,46.02863503007045,55.51787522498478,1.4438026518421234,-0.8997567425757997, -0.8619329762950061,0.75,0.5,0.00015035751805100346, 0.0001858323512982376,0.0,1.5555186423203469, 0.061451995991010956,0.75,0.5,0.0010460248465000914, 0.0006205380405089463,0.0,-0.898400147805972,1.4922894394487458
21,1.48643628,36.64937925046874,42.83878030508124,0.743463392016782,-0.9013322062407603, -0.8608130355245421,0.75,0.5,0.000343133136330568, 0.00021090201009793473,0.0,1.5642867750699385, 0.05369856285684589,0.75,0.5,0.0005267502990051949, 0.0007141389589233865,0.0,-0.90306180388398,1.5555176571770972
22,1.35130571,25.95293217395074,32.03654719701578,0.7149674621941646,-0.905510489239872, -0.858680659829977,0.75,0.5,0.0005633069880977334, 0.0002980958388295561,0.0,1.5744706034536402, 0.04144821122451598,0.75,0.5,0.0008326964666768891, 0.0009632782995151627,0.0,-0.9094924111604965,1.5465382722149625
23,1.22845974,19.048326163520002,22.05990703508458,0.39757499341613683,-0.913678716519484, -0.8559409869827324,0.75,0.5,0.0007649535967076646, 0.0003498534414258025,0.0,1.5833520927579139, 0.01695653452808899,0.75,0.5,0.0008157178952943286, 0.001933752318703414,0.0,-0.921886073014566,1.5724175457236074
24,1.11678158,14.698818384107165,17.18823128356893,0.2570083288406362,-0.9287624310856082, -0.8477603147478652,0.75,0.5,0.0007616718676698414, 0.0005762439657180444,0.0,1.5888367542187365, -0.0090373213754034,0.75,0.5,0.0011814848212856153, 0.0014916717701663326,0.0,-0.9352543829120412,1.5699944991131476
25,1.01525598,10.767456485817055,12.91745783612477,0.24162794664319384,-0.9448825667101115, -0.8373361890689948,0.75,0.5,0.0012973336662389342, 0.000804070016202842,0.0,1.6023402052619382, -0.029402975573170648,0.75,0.5,0.0007865193693782678, 0.0012922066165017092,0.0,-0.955474280063926,1.6087581008938927
26,0.92295998,8.480564596217096,9.545789743394604,0.12448328392642397,-0.9620936855578147, -0.8224850444773184,0.75,0.5,0.0006648442362574707, 0.0007325012989601627,0.0,1.605351266431122, -0.04728577971238656,0.75,0.5,0.0006826579674902933, 0.0010961305957752953,0.0,-0.9666491718978549,1.6062426321567203
27,0.83905453,5.971915518282512,7.3560869899642825,0.13804224407081578,-0.9717517106137077, -0.8111621658496426,0.75,0.5,0.0005766375969689196, 0.000574735923363259,0.0,1.6170665196011633, -0.06199626938194337,0.75,0.5,0.00096217481621964, 0.0009418518301989902,0.0,-0.9689566512095673,1.605273456919858
28,0.76277684,4.931209378899004,5.696272150306743,0.08363988680350308,-0.9805827835427022, -0.806582776546481,0.75,0.5,0.0009682379947332162, 0.0007345442342792594,0.0,1.6188107534512433, -0.07420908896962522,0.75,0.5,0.0013302050752703534, 0.0004901096876631647,0.0,-0.9887731052394593,1.610334971671191
29,0.69343349,4.216041828080498,4.775009889933578,0.055232055275067374,-0.9866253064056097, -0.7997123563331048,0.75,0.5,0.0002936921677910847, 0.00039567747408435905,0.0,1.62440962185121, -0.08264226579886715,0.75,0.5,0.0009496580408374619, 0.0006450424240165288,0.0,-0.9823679526234778,1.6234957584230023
30,0.63039409,3.7114123968159762,4.0817045464153185,0.0435922801183158,-0.9888928178299421, -0.7984792771683669,0.75,0.5,0.00032958467186443156, 0.00042894420740763496,0.0,1.6306959439186355, -0.09136321557640364,0.75,0.5,0.0008318855093720403, 0.0005223572927580622,0.0,-0.9852584126338054,1.6260141959371377
31,0.57308553,2.890643395713879,3.5296421988248583,0.07368332059813713,-0.9903501404245793, -0.7949461127063604,0.75,0.5,0.0005387416584155989, 0.0008262000740228616,0.0,1.6338308619048978, -0.09882448277625447,0.75,0.5,0.001075076103248238, 0.000542494647113136,0.0,-0.9924411221005406,1.6358091403722785
32,0.52098685,2.7173198980845394,3.110998742713014,0.027245136259990345,-0.9966538724716802, -0.7875769757806397,0.75,0.5,0.0005076599720005452, 0.00029406074635773583,0.0,1.633787860423641, -0.10382338377886809,0.75,0.5,0.0006101756358153988, 0.0001709573148179984,0.0,-0.9952418636252099,1.6390567800638445
33,0.47362441,2.344262867636278,2.683689323096606,0.024430741809441908,-1.0009861852638613, -0.782521978109812,0.75,0.5,0.0006153776700703475, 0.0005079928466140941,0.0,1.636950065544092, -0.10849377308891824,0.75,0.5,0.001390312256148573, 0.0003434246578255351,0.0,-1.0008140525225637,1.627814268527564
34,0.43056764,2.2839373943188317,2.566986205857718,0.023121580572915225,-1.003505249245777, -0.7786572170349177,0.75,0.5,0.0003446463183237957, 0.00032483873985628174,0.0,1.63483579122963, -0.11359878332965585,0.75,0.5,0.0011789715185574038, 0.00020705097086183528,0.0,-0.9932921606621649,1.6263034144723072
35,0.39142513,2.050610962343889,2.2630238715868187,0.01731932170295948,-1.0036575249552127, -0.772720592594501,0.75,0.5,0.00027479779068530897, 0.00032432964651296875,0.0,1.6372041145488943, -0.11705382402977753,0.75,0.5,0.0014104230360427324, 0.0002954195039035624,0.0,-0.998676303413682,1.6370668194636346
36,0.35584103,1.8480787155598035,2.077218748051307,0.011306111247902192,-1.0099137625766184, -0.7684576638146374,0.75,0.5,0.0005382072188957684, 0.0004913507395535421,0.0,1.6332256871526742, -0.12135069932959108,0.75,0.5,0.0006713923874629404, 0.0002057281328055121,0.0,-1.0085737541413466,1.6255650861971809
37,0.32349184,1.7594351952126117,1.8945742249558006,0.010859446274133402,-1.0168324833495854, -0.7619234936114861,0.75,0.5,0.0005546851467323579, 0.0005416073962824405,0.0,1.6356948934565314, -0.12351964572709231,0.75,0.5,0.0014642185964524788, 0.00012462930950054595,0.0,-1.0171761864496858,1.6172981086822342
38,0.29408349,1.6863786855941039,1.823630556554728,0.014099613281943613,-1.0189170307784372, -0.7568881007203924,0.75,0.5,0.00038056838033734443, 0.0001791418427389165,0.0,1.631898509711041, -0.12587059349169222,0.75,0.5,0.0014050972784371103, 0.00018906431801889552,0.0,-1.0209040013937514,1.6368498674769258
39,0.26734863,1.6618429505554684,1.7896714781133165,0.006505727285924917,-1.016895722849188, -0.7574951235677008,0.75,0.5,0.000548258703926541, 0.0001576240569595866,0.0,1.6327109444844414, -0.12708028121284415,0.75,0.5,0.0008141929365722972, 0.00026125591778479657,0.0,-1.0201487011463202,1.6240592405231664
40,0.24304421,1.6113971423321733,1.6984389431205726,0.006966467244670829,-1.01877116417085, -0.7555816069851808,0.75,0.5,0.00027208981867300703, 0.0002450452195627553,0.0,1.6325435411415004, -0.13081035328840407,0.75,0.5,0.0008414327955697222, 0.00021245276402927135,0.0,-1.0191406973728776,1.640294501088455
41,0.22094928,1.5823323836984695,1.7145223682384814,0.013041802909652685,-1.0189325823505428, -0.7569258289959679,0.75,0.5,0.0002608087238244768, 0.0002527546857869239,0.0,1.6371111132719622, -0.1302378739432288,0.75,0.5,0.0007370644254013223, 0.0001046430489827188,0.0,-1.016208054640435,1.6322112144805354
42,0.20086298,1.5098053159291964,1.62064205346828,0.01629593044943183,-1.0213763071732416, -0.7533631308635556,0.75,0.5,0.00026829247892523676, 0.0005302206312419564,0.0,1.6406318863590794, -0.13208214454897743,0.75,0.5,0.00044200638533020725, 0.0002392961168472486,0.0,-1.0184136349678194,1.6430762702704462
43,0.18260271,1.4643746292827369,1.5205088418875008,0.0029013805765477816,-1.023447032690246, -0.7500610565044334,0.75,0.5,0.00016447626173264496, 0.0003175264236845228,0.0,1.6378109992219194, -0.1336216869790529,0.75,0.5,0.0005823170193436044, 0.0001137590612003758,0.0,-1.0159611802160173,1.6308232378523426
44,0.16600247,1.458871469915522,1.5200243915112015,0.004751752403063266,-1.0267710107939734, -0.7481229132987319,0.75,0.5,0.00023612590037024535, 0.00024335637208506138,0.0,1.6357883439442784, -0.13609747234565991,0.75,0.5,0.0007255039937831833, 0.00021411538122836552,0.0,-1.0252923421275926,1.634490305638723
45,0.15091133,1.458871469915522,1.508174979526771,0.0031897591320929025,-1.028080857737384, -0.7481089174046676,0.75,0.5,0.0003672480774148214, 0.00016385991213272843,0.0,1.6348878556126956, -0.13725514899851948,0.75,0.5,0.0013801962059507564, 0.00011815538328515186,0.0,-1.0228971236180149,1.6369615515300582
46,0.13719212,1.4349592267465134,1.4762594241623928,0.002501393532869325,-1.0264895475041667, -0.7453943165657926,0.75,0.5,0.00028205749702786656, 0.00014550441585699976,0.0,1.6379325470875308, -0.13828242118236073,0.75,0.5,0.0015547987910450158, 0.0001439806760144097,0.0,-1.0217843729869724,1.6321059612117437
47,0.12472011,1.4269446300344795,1.470064201460111,0.0035286040047250453,-1.024367969766686, -0.7439295048403182,0.75,0.5,0.00023705251786534657, 0.00021111868317411048,0.0,1.6316188120259685, -0.1385344541212597,0.75,0.5,0.0010397199120527226, 0.0001109110742557877,0.0,-1.0214375587423383,1.6299584997605383
48,0.11338192,1.4206855903307718,1.4681858643735204,0.0035665820860950356,-1.0267071996411532, -0.7434069750807779,0.75,0.5,0.00019945417800191278, 0.00015207556560663891,0.0,1.6307741747390303, -0.138763977199479,0.75,0.5,0.0005916339135699955, 0.0001149165789446685,0.0,-1.0277068976115868,1.6180827391879467
49,0.10307447,1.4077038342308104,1.437844076363163,0.0029310159595347233,-1.030206151296761, -0.7434097699648846,0.75,0.5,0.00026639083821242723, 0.00016499124583635967,0.0,1.629846910136806, -0.13966828697648948,0.75,0.5,0.0009549847328221113, 7.33509939255979e-5,0.0,-1.025841329899522,1.6210005677235593
50,0.09370406,1.4077038342308104,1.4560207300890349,0.0020867561851947384,-1.0310113610598493, -0.7432394209444333,0.75,0.5,0.0002538687018927582, 0.00018544606097651436,0.0,1.6300716437156786, -0.14069265248844365,0.75,0.5,0.001075087162382261, 0.00013428929377122433,0.0,-1.0324242860773152,1.6330591763377873
1,10.0,1282.6507629838975,1765.992514190833,59.48056425526813,-0.9162049287092009, -0.8875260944627529,0.75,0.5,0.00040155325796242195, 0.00044479939686248906,0.0,1.3347306767845422, 0.19985749009080736,0.75,0.5,0.004864606067086361, 0.0030531684759012327,0.0,-0.9131769989896109,1.371991288952508
2,9.09090909,628.0225029315025,941.4692855016639,44.85885526742363,-0.9138381780195287, -0.8797467781677474,0.75,0.5,0.00018337359741701673, 0.0005276946822559612,0.0,1.4101798595821324, 0.1522937884103458,0.75,0.5,0.004790389782764496, 0.0031883141667263587,0.0,-0.9124082954339612,1.4435409103853913
3,8.26446281,110.63104064956212,355.8596980930185,34.199545492452465,-0.9122177248267264, -0.8713957274939201,0.75,0.5,0.00047696357406104957, 0.0007848635923284082,0.0,1.4852230812391451, 0.09601166802211909,0.75,0.5,0.005989653571435495, 0.005086012673691925,0.0,-0.9147422926543716,1.5309899532702436
4,7.51314801,14.001665253964001,40.22715449827365,6.013032496708581,-0.9320880653629328, -0.8459914064227012,0.75,0.5,0.002803519902414777, 0.0032914327907703576,0.0,1.5582369081083294, -0.027655632611034375,0.75,0.5,0.0021810202351769657, 0.011150610845804118,0.0,-0.9548607560125818,1.5543000150080921
5,6.83013455,4.868827780052103,8.634429465729614,0.600545111346496,-0.9790995956470157, -0.7819122517926066,0.75,0.5,0.002428437682818575, 0.003762272333525592,0.0,1.581650712975163, -0.14785530615108294,0.75,0.5,0.0017526136907449717, 0.0035457846018445583,0.0,-0.9865129685069571,1.58535770919317
6,6.20921323,2.1010404179676927,4.212423185731519,0.2472031752640009,-0.9930801585353706, -0.7478278967177444,0.75,0.5,0.0008699003065991723, 0.0017362881870616686,0.0,1.5988809663205277, -0.18618801717960923,0.75,0.5,0.0032180157532477253, 0.002443316490858182,0.0,-1.000615356450644,1.6094420643952543
7,5.6447393,1.349420055784899,2.3998409289538554,0.08699302738238841,-1.0146255999572553, -0.7167340326623242,0.75,0.5,0.0017613897139958663, 0.002919758384629065,0.0,1.6036793342681797, -0.2130221022952,0.75,0.5,0.0023952787062895553, 0.001404462021732026,0.0,-1.0238657647024019,1.6115807561840216
8,5.13158118,1.2942561202931524,1.750133748633567,0.025194595269565138,-1.0235628517036568, -0.6960922237780466,0.75,0.5,0.000710261229410166, 0.0005200015053885648,0.0,1.6089297801826021, -0.22582276233779885,0.75,0.5,0.0012508245551387548, 0.0007288722876612794,0.0,-1.0177356914242892,1.6090232242548965
9,4.6650738,1.2942561202931524,1.6745776325662434,0.01618242637227408,-1.0261730406657572, -0.6938155138027541,0.75,0.5,0.0003147252474603398, 0.0011631626683911718,0.0,1.6146489794005856, -0.23432945812584416,0.75,0.5,0.00101489615299765, 0.00041654222407825795,0.0,-1.0241278401960465,1.6139010764499646
10,4.24097618,1.2895269930901017,1.7315165698250785,0.04405648580266018,-1.0376061071531373, -0.6860191592218162,0.75,0.5,0.0009265761614521708, 0.000662988740161468,0.0,1.6212971663023776, -0.234449516785218,0.75,0.5,0.0007480029521911426, 0.0002980495947381301,0.0,-1.0344314508482353,1.6161849597884461
11,3.85543289,1.2769931086218824,1.6110900107957553,0.014721517017832184,-1.0367932482151103, -0.6913958039050431,0.75,0.5,0.00043271716531664806, 0.0007094688022602706,0.0,1.625771128228876, -0.2320063772894525,0.75,0.5,0.0016712449790423612, 0.0003566212781647259,0.0,-1.0339279098807663,1.6251720927391085
12,3.50493899,1.2769931086218824,1.5853321178648898,0.021622667753674607,-1.0305798230347858, -0.6931672949779852,0.75,0.5,0.000621626824207391, 0.0007128019440029932,0.0,1.6156151556288763, -0.23526172505715576,0.75,0.5,0.0010099527862444497, 0.0003568410599967066,0.0,-1.0312070669506985,1.6180095251450273
13,3.18630818,1.2769931086218824,1.5221573921538583,0.008777164311717137,-1.0280769680886572, -0.6902734706492925,0.75,0.5,0.000357010601461504, 0.0008225625592185625,0.0,1.610919323907013, -0.2374842220033783,0.75,0.5,0.0009641772112691443, 0.0003294124553758963,0.0,-1.026370958055857,1.6053539499664082
14,2.8966438,1.2769931086218824,1.6169780717456914,0.019262558879490632,-1.0277198564855652, -0.6932567485459269,0.75,0.5,0.0006388131293599959, 0.0006690748531877881,0.0,1.627605492343482, -0.23601133696892768,0.75,0.5,0.0015827975500355856, 0.000506291077180025,0.0,-1.0262542438217577,1.6160868638388406
15,2.63331254,1.2769931086218824,1.5059870744056663,0.007540862364414882,-1.0241990109633012, -0.6974603399758594,0.75,0.5,0.0005992342936079435, 0.000872781077191621,0.0,1.624692792375661, -0.2308060251487592,0.75,0.5,0.0014540243735010555, 0.00027804496395644307,0.0,-1.020247532583144,1.621405860293286
